experiment	run	sex	age_group	fold
SRP058698	SRR2039608	male	adolescent	3
SRP058698	SRR2039604	male	adolescent	3
SRP058698	SRR2039603	male	adolescent	3
SRP058698	SRR2039602	male	adolescent	3
SRP058698	SRR2039606	male	adolescent	3
SRP058698	SRR2039605	male	adolescent	3
SRP058698	SRR2039601	male	adolescent	3
SRP058698	SRR2039607	male	adolescent	3
SRP067524	SRR3081639	female	adolescent	2
SRP071965	SRR3235795	female	adolescent	3
SRP071965	SRR3236120	female	adolescent	3
SRP071965	SRR3236112	female	adolescent	3
SRP071965	SRR3235797	female	adolescent	3
SRP071965	SRR3235930	female	adolescent	3
SRP071965	SRR3236013	female	adolescent	3
SRP071965	SRR3236068	male	adolescent	3
SRP071965	SRR3235918	female	adolescent	3
SRP071965	SRR3235898	female	adolescent	3
SRP071965	SRR3236025	male	adolescent	3
SRP071965	SRR3235964	female	adolescent	3
SRP071965	SRR3236011	female	adolescent	3
SRP071965	SRR3235916	female	adolescent	3
SRP071965	SRR3235969	female	adolescent	3
SRP071965	SRR3235931	female	adolescent	3
SRP071965	SRR3235955	female	adolescent	3
SRP071965	SRR3236119	female	adolescent	3
SRP071965	SRR3235958	female	adolescent	3
SRP071965	SRR3236077	female	adolescent	3
SRP071965	SRR3235827	female	adolescent	3
SRP071965	SRR3235917	female	adolescent	3
SRP071965	SRR3235959	female	adolescent	3
SRP071965	SRR3235786	male	adolescent	3
SRP071965	SRR3236101	female	adolescent	3
SRP071965	SRR3235961	female	adolescent	3
SRP071965	SRR3236028	male	adolescent	3
SRP071965	SRR3235909	female	adolescent	3
SRP071965	SRR3236078	female	adolescent	3
SRP071965	SRR3235910	female	adolescent	3
SRP071965	SRR3235967	female	adolescent	3
SRP071965	SRR3235974	female	adolescent	3
SRP071965	SRR3235915	female	adolescent	3
SRP071965	SRR3235914	female	adolescent	3
SRP071965	SRR3235887	female	adolescent	3
SRP071965	SRR3235957	female	adolescent	3
SRP071965	SRR3235954	female	adolescent	3
SRP071965	SRR3236048	female	adolescent	3
SRP071965	SRR3236019	male	adolescent	3
SRP071965	SRR3236090	male	adolescent	3
SRP071965	SRR3236102	female	adolescent	3
SRP071965	SRR3235897	female	adolescent	3
SRP071965	SRR3235900	female	adolescent	3
SRP071965	SRR3235977	female	adolescent	3
SRP071965	SRR3235888	female	adolescent	3
SRP071965	SRR3235913	female	adolescent	3
SRP071965	SRR3235962	female	adolescent	3
SRP071965	SRR3235928	female	adolescent	3
SRP071965	SRR3235966	female	adolescent	3
SRP071965	SRR3236103	female	adolescent	3
SRP071965	SRR3235826	female	adolescent	3
SRP071965	SRR3235953	female	adolescent	3
SRP071965	SRR3236033	male	adolescent	3
SRP071965	SRR3235976	female	adolescent	3
SRP071965	SRR3236089	male	adolescent	3
SRP071965	SRR3235908	female	adolescent	3
SRP071965	SRR3236081	female	adolescent	3
SRP071965	SRR3235929	female	adolescent	3
SRP071965	SRR3235785	male	adolescent	3
SRP071965	SRR3235796	female	adolescent	3
SRP071965	SRR3236111	female	adolescent	3
SRP071965	SRR3235919	female	adolescent	3
SRP071965	SRR3235975	female	adolescent	3
SRP071965	SRR3236012	female	adolescent	3
SRP071965	SRR3236132	female	adolescent	3
SRP071965	SRR3236014	female	adolescent	3
SRP071965	SRR3235912	female	adolescent	3
SRP071965	SRR3236049	female	adolescent	3
SRP071965	SRR3236080	female	adolescent	3
SRP071965	SRR3236079	female	adolescent	3
SRP071965	SRR3236029	male	adolescent	3
SRP071965	SRR3235960	female	adolescent	3
SRP071965	SRR3236067	male	adolescent	3
SRP071965	SRR3235911	female	adolescent	3
SRP071965	SRR3235970	female	adolescent	3
SRP071965	SRR3235968	female	adolescent	3
SRP071965	SRR3235956	female	adolescent	3
SRP071965	SRR3235973	female	adolescent	3
SRP071965	SRR3236051	female	adolescent	3
SRP071965	SRR3235899	female	adolescent	3
SRP071965	SRR3235963	female	adolescent	3
SRP071965	SRR3235965	female	adolescent	3
SRP071965	SRR3236105	female	adolescent	3
SRP081605	SRR4026846	male	adolescent	2
SRP081605	SRR4026941	male	adolescent	2
SRP081605	SRR4026865	male	adolescent	2
SRP081605	SRR4026989	male	adolescent	2
SRP113755	SRR5877693	male	adolescent	2
SRP149027	SRR7221737	female	adolescent	2
SRP183186	SRR8521516	female	adolescent	2
SRP183186	SRR8521484	male	adolescent	2
SRP188555	SRR8734758	female	adolescent	2
SRP188555	SRR8734768	female	adolescent	2
SRP188555	SRR8734760	female	adolescent	2
SRP188555	SRR8734766	female	adolescent	2
SRP212359	SRR9614227	male	adolescent	2
SRP045638	SRR1554558	female	adolescent	1
SRP045638	SRR2071369	female	adolescent	1
SRP065273	SRR2815952	male	adolescent	1
SRP065273	SRR2815955	male	adolescent	1
SRP065273	SRR2815957	male	adolescent	1
SRP065273	SRR2815958	male	adolescent	1
SRP065273	SRR2815969	male	adolescent	1
SRP065273	SRR2815961	male	adolescent	1
SRP065273	SRR2815968	male	adolescent	1
SRP065273	SRR2815959	male	adolescent	1
SRP065273	SRR2815956	male	adolescent	1
SRP065273	SRR2815965	male	adolescent	1
SRP065273	SRR2815963	male	adolescent	1
SRP065273	SRR2815954	male	adolescent	1
SRP065273	SRR2815953	male	adolescent	1
SRP065273	SRR2815964	male	adolescent	1
SRP065273	SRR2815967	male	adolescent	1
SRP065273	SRR2815966	male	adolescent	1
SRP065273	SRR2815960	male	adolescent	1
SRP065273	SRR2815962	male	adolescent	1
SRP076099	SRR3627954	male	adolescent	1
SRP043391	SRR1425297	male	adolescent	1
SRP071965	SRR3236040	female	adolescent	3
SRP071965	SRR3236044	female	adolescent	3
SRP071965	SRR3235936	male	adolescent	3
SRP071965	SRR3236096	male	adolescent	3
SRP071965	SRR3236039	male	adolescent	3
SRP071965	SRR3235890	female	adolescent	3
SRP071965	SRR3236071	male	adolescent	3
SRP071965	SRR3236093	female	adolescent	3
SRP071965	SRR3235987	female	adolescent	3
SRP071965	SRR3236082	female	adolescent	3
SRP071965	SRR3236088	female	adolescent	3
SRP071965	SRR3236098	male	adolescent	3
SRP071965	SRR5151120	male	adolescent	3
SRP071965	SRR3236062	male	adolescent	3
SRP071965	SRR3235902	female	adolescent	3
SRP071965	SRR3235906	female	adolescent	3
SRP071965	SRR3236036	female	adolescent	3
SRP071965	SRR3235794	male	adolescent	3
SRP071965	SRR3236099	male	adolescent	3
SRP071965	SRR3236056	female	adolescent	3
SRP071965	SRR3236063	male	adolescent	3
SRP071965	SRR3235901	female	adolescent	3
SRP071965	SRR3236108	female	adolescent	3
SRP071965	SRR3235851	male	adolescent	3
SRP071965	SRR3235889	female	adolescent	3
SRP071965	SRR3235951	female	adolescent	3
SRP071965	SRR3236100	male	adolescent	3
SRP071965	SRR3236035	female	adolescent	3
SRP071965	SRR3236069	female	adolescent	3
SRP071965	SRR3236072	male	adolescent	3
SRP071965	SRR3235926	male	adolescent	3
SRP071965	SRR3236031	female	adolescent	3
SRP071965	SRR3236084	female	adolescent	3
SRP071965	SRR3236065	male	adolescent	3
SRP071965	SRR3236066	male	adolescent	3
SRP071965	SRR3236083	female	adolescent	3
SRP071965	SRR3236038	male	adolescent	3
SRP071965	SRR3235907	female	adolescent	3
SRP071965	SRR3235903	female	adolescent	3
SRP071965	SRR3235985	female	adolescent	3
SRP071965	SRR3236043	female	adolescent	3
SRP071965	SRR3235937	male	adolescent	3
SRP071965	SRR3236095	female	adolescent	3
SRP071965	SRR3235935	male	adolescent	3
SRP071965	SRR3235950	female	adolescent	3
SRP071965	SRR3236057	female	adolescent	3
SRP071965	SRR3236053	female	adolescent	3
SRP071965	SRR3236032	female	adolescent	3
SRP071965	SRR3235952	female	adolescent	3
SRP071965	SRR3235793	male	adolescent	3
SRP071965	SRR3235924	male	adolescent	3
SRP071965	SRR3236106	male	adolescent	3
SRP071965	SRR3235905	male	adolescent	3
SRP071965	SRR3236109	female	adolescent	3
SRP071965	SRR3236064	male	adolescent	3
SRP071965	SRR3236086	female	adolescent	3
SRP071965	SRR3235986	female	adolescent	3
SRP071965	SRR3236094	female	adolescent	3
SRP071965	SRR3235927	male	adolescent	3
SRP071965	SRR3236037	male	adolescent	3
SRP071965	SRR3236127	male	adolescent	3
SRP071965	SRR3236085	female	adolescent	3
SRP071965	SRR3235925	male	adolescent	3
SRP071965	SRR3236074	female	adolescent	3
SRP071965	SRR3236075	female	adolescent	3
SRP071965	SRR3235891	female	adolescent	3
SRP071965	SRR3236055	female	adolescent	3
SRP071965	SRR3236041	male	adolescent	3
SRP071965	SRR3236087	female	adolescent	3
SRP071965	SRR3236073	female	adolescent	3
SRP071965	SRR3236097	male	adolescent	3
SRP071965	SRR3235904	female	adolescent	3
SRP071965	SRR3236070	female	adolescent	3
SRP071965	SRR3236092	female	adolescent	3
SRP071965	SRR3236034	female	adolescent	3
SRP071965	SRR3236076	female	adolescent	3
SRP071965	SRR3236107	male	adolescent	3
SRP072713	SRR3333049	male	adolescent	1
SRP081605	SRR4026954	male	adolescent	2
SRP081605	SRR4026939	male	adolescent	2
SRP081605	SRR4026940	male	adolescent	2
SRP081605	SRR4027017	female	adolescent	2
SRP081605	SRR4026848	male	adolescent	2
SRP081605	SRR4026866	male	adolescent	2
SRP081605	SRR4026917	female	adolescent	2
SRP081605	SRR4026945	male	adolescent	2
SRP081605	SRR4027002	male	adolescent	2
SRP081605	SRR4026993	male	adolescent	2
SRP081605	SRR4026861	male	adolescent	2
SRP081605	SRR4026891	male	adolescent	2
SRP081605	SRR4026951	male	adolescent	2
SRP081605	SRR4026898	male	adolescent	2
SRP081605	SRR4027004	male	adolescent	2
SRP081605	SRR4026964	female	adolescent	2
SRP081605	SRR4026842	male	adolescent	2
SRP081605	SRR4026841	male	adolescent	2
SRP081605	SRR4026988	male	adolescent	2
SRP183186	SRR8521506	female	adolescent	2
SRP183186	SRR8521521	male	adolescent	2
SRP183186	SRR8521522	female	adolescent	2
SRP183186	SRR8521481	female	adolescent	2
SRP045638	SRR2071351	male	adolescent	1
SRP045638	SRR1554540	male	adolescent	1
SRP045638	SRR2071361	male	adolescent	1
SRP045638	SRR1554550	male	adolescent	1
SRP044228	SRR1510140	female	adolescent	2
SRP045207	SRR1535270	female	adolescent	3
SRP053794	SRR1798148	male	adolescent	2
SRP053794	SRR1798147	male	adolescent	2
SRP069976	SRR3162864	male	adolescent	3
SRP071965	SRR3235893	male	adolescent	3
SRP071965	SRR3235895	male	adolescent	3
SRP071965	SRR3235884	male	adolescent	3
SRP071965	SRR3235871	female	adolescent	3
SRP071965	SRR3235883	female	adolescent	3
SRP071965	SRR3235868	female	adolescent	3
SRP071965	SRR3236135	female	adolescent	3
SRP071965	SRR3235876	female	adolescent	3
SRP071965	SRR3235874	female	adolescent	3
SRP071965	SRR3235873	female	adolescent	3
SRP071965	SRR3236125	female	adolescent	3
SRP071965	SRR3236134	female	adolescent	3
SRP071965	SRR3235875	female	adolescent	3
SRP071965	SRR3236052	male	adolescent	3
SRP071965	SRR3235971	male	adolescent	3
SRP071965	SRR3235894	male	adolescent	3
SRP071965	SRR3235865	female	adolescent	3
SRP071965	SRR3235886	male	adolescent	3
SRP071965	SRR3235882	female	adolescent	3
SRP071965	SRR3235866	female	adolescent	3
SRP071965	SRR3235867	female	adolescent	3
SRP071965	SRR3235872	female	adolescent	3
SRP071965	SRR3236129	male	adolescent	3
SRP071965	SRR3235879	female	adolescent	3
SRP071965	SRR3235864	female	adolescent	3
SRP071965	SRR3236123	female	adolescent	3
SRP071965	SRR3235885	male	adolescent	3
SRP071965	SRR3235870	female	adolescent	3
SRP071965	SRR3235877	female	adolescent	3
SRP071965	SRR3235878	female	adolescent	3
SRP071965	SRR3235972	male	adolescent	3
SRP071965	SRR3236124	female	adolescent	3
SRP071965	SRR3235896	male	adolescent	3
SRP072769	SRR3322303	female	adolescent	2
SRP072769	SRR3322304	female	adolescent	2
SRP074739	SRR3493816	male	adolescent	1
SRP074739	SRR3493817	male	adolescent	1
SRP091303	SRR4407815	male	adolescent	3
SRP119170	SRR6116488	male	adolescent	3
SRP183186	SRR8521526	male	adolescent	2
SRP076099	SRR3627956	male	adolescent	1
SRP076099	SRR3627958	female	adolescent	1
ERP104864	ERR2179101	female	adolescent	3
ERP104864	ERR2179102	female	adolescent	3
SRP044228	SRR1510141	male	adolescent	2
SRP045207	SRR1535513	female	adolescent	3
SRP056443	SRR1925789	male	adolescent	1
SRP069976	SRR3162873	female	adolescent	3
SRP069976	SRR3162876	male	adolescent	3
SRP069976	SRR3162862	male	adolescent	3
SRP072769	SRR3322296	female	adolescent	2
SRP072769	SRR3322284	male	adolescent	2
SRP072769	SRR3322295	female	adolescent	2
SRP072769	SRR3322283	male	adolescent	2
SRP082426	SRR4045074	female	adolescent	2
SRP091303	SRR4407818	male	adolescent	3
SRP092408	SRR4785853	male	adolescent	1
SRP115956	SRR5961799	male	adolescent	2
SRP183186	SRR8521490	female	adolescent	2
SRP183186	SRR8521487	female	adolescent	2
SRP197353	SRR9036376	male	adolescent	2
ERP104782	ERR2174147	female	adolescent	2
ERP104782	ERR2174148	female	adolescent	2
SRP044228	SRR1510142	male	adolescent	2
SRP045207	SRR1535512	female	adolescent	3
SRP055438	SRR1813871	male	adolescent	2
SRP055438	SRR1813883	female	adolescent	2
SRP055967	SRR1909613	male	adolescent	3
SRP057793	SRR2018168	male	adolescent	3
SRP072769	SRR3322285	male	adolescent	2
SRP072769	SRR3322310	female	adolescent	2
SRP072769	SRR3322309	female	adolescent	2
SRP072769	SRR3322286	male	adolescent	2
SRP090787	SRR4341940	female	adolescent	3
SRP183186	SRR8521496	male	adolescent	2
SRP189239	SRR8774204	female	adolescent	2
SRP189239	SRR8774198	female	adolescent	2
SRP044228	SRR1510143	female	adult	2
ERP104864	ERR2179140	female	adult	3
ERP104864	ERR2179141	female	adult	3
ERP108451	ERR2539049	male	adult	1
ERP108451	ERR2539050	male	adult	1
SRP034929	SRR1952229	female	adult	3
SRP045207	SRR1535267	male	adult	3
SRP045500	SRR1551088	female	adult	1
SRP045500	SRR1551090	female	adult	1
SRP045500	SRR1551093	female	adult	1
SRP045500	SRR1551094	female	adult	1
SRP045500	SRR1551092	female	adult	1
SRP045500	SRR1551089	female	adult	1
SRP045500	SRR1551091	female	adult	1
SRP055438	SRR1813880	female	adult	2
SRP056443	SRR1925803	female	adult	1
SRP056443	SRR1925793	female	adult	1
SRP069976	SRR3162867	male	adult	3
SRP072713	SRR3333101	female	adult	1
SRP072769	SRR3322298	male	adult	2
SRP072769	SRR3322297	male	adult	2
SRP074739	SRR3493810	male	adult	1
SRP074739	SRR3493811	male	adult	1
SRP090787	SRR4341931	female	adult	3
SRP113755	SRR5877676	female	adult	2
SRP113755	SRR5877709	female	adult	2
SRP119170	SRR6116493	female	adult	3
SRP197353	SRR9036368	male	adult	2
SRP068424	SRR3103798	male	adult	3
SRP068424	SRR5330984	male	adult	3
SRP068424	SRR3103799	male	adult	3
SRP065273	SRR2816013	male	adult	1
SRP065273	SRR2816011	male	adult	1
SRP065273	SRR2816012	male	adult	1
SRP065273	SRR2816020	male	adult	1
SRP065273	SRR2816018	male	adult	1
SRP065273	SRR2816016	male	adult	1
SRP065273	SRR2816019	male	adult	1
SRP065273	SRR2816009	male	adult	1
SRP065273	SRR2816023	male	adult	1
SRP065273	SRR2816006	male	adult	1
SRP065273	SRR2816014	male	adult	1
SRP065273	SRR2816022	male	adult	1
SRP065273	SRR2816007	male	adult	1
SRP065273	SRR2816015	male	adult	1
SRP065273	SRR2816021	male	adult	1
SRP065273	SRR2816017	male	adult	1
SRP065273	SRR2816008	male	adult	1
SRP065273	SRR2816010	male	adult	1
ERP017123	ERR1629985	male	adult	2
ERP109255	ERR2618796	female	adult	2
SRP031868	SRR1057972	male	adult	1
SRP031868	SRR1057971	male	adult	1
SRP044228	SRR1510144	male	adult	2
SRP045500	SRR1551056	female	adult	1
SRP045500	SRR1551057	female	adult	1
SRP045500	SRR1551055	female	adult	1
SRP045500	SRR1551059	female	adult	1
SRP045500	SRR1551060	female	adult	1
SRP045500	SRR1551058	female	adult	1
SRP045500	SRR1551054	female	adult	1
SRP056443	SRR1925787	male	adult	1
SRP056443	SRR1925794	male	adult	1
SRP082426	SRR4045072	female	adult	2
SRP082426	SRR4045050	female	adult	2
SRP090787	SRR4341925	female	adult	3
SRP110289	SRR5750778	female	adult	2
SRP115956	SRR5961810	male	adult	2
SRP115956	SRR5961887	female	adult	2
SRP115956	SRR5961981	female	adult	2
SRP115956	SRR5961952	male	adult	2
SRP119170	SRR6116496	female	adult	3
SRP119170	SRR6116495	male	adult	3
SRP119170	SRR6116494	male	adult	3
SRP183186	SRR8521505	female	adult	2
SRP183186	SRR8521480	male	adult	2
SRP189239	SRR8774228	female	adult	2
SRP115571	SRR5938450	male	adult	3
SRP115571	SRR5938436	male	adult	3
ERP010889	ERR950187	male	adult	1
ERP017123	ERR1629983	male	adult	2
ERP109255	ERR2618782	male	adult	2
SRP031868	SRR1057970	male	adult	1
SRP031868	SRR1057969	male	adult	1
SRP048735	SRR1607670	female	adult	2
SRP048735	SRR1607669	female	adult	2
SRP048735	SRR1607663	female	adult	2
SRP048735	SRR1607665	female	adult	2
SRP048735	SRR1607664	female	adult	2
SRP048735	SRR1607671	female	adult	2
SRP055438	SRR1813877	female	adult	2
SRP056696	SRR1946685	male	adult	2
SRP057793	SRR2017806	female	adult	3
SRP059579	SRR2068820	male	adult	2
SRP059579	SRR2064837	male	adult	2
SRP068304	SRR3096836	male	adult	3
SRP068304	SRR3096837	male	adult	3
SRP081605	SRR4026890	male	adult	2
SRP081605	SRR4026937	male	adult	2
SRP081605	SRR4026987	male	adult	2
SRP090787	SRR4341917	female	adult	3
SRP090787	SRR4341934	female	adult	3
SRP149047	SRR7223722	female	adult	3
SRP183186	SRR8521510	female	adult	2
SRP115571	SRR5938435	male	adult	3
DRP001150	DRR062868	female	adult	3
ERP010889	ERR950176	female	adult	1
ERP016409	ERR1523942	male	adult	3
ERP016409	ERR1523945	male	adult	3
ERP104782	ERR2174139	male	adult	2
ERP104782	ERR2174136	male	adult	2
SRP044228	SRR1510145	male	adult	2
SRP045500	SRR1551007	female	adult	1
SRP045500	SRR1551006	female	adult	1
SRP045500	SRR1551005	female	adult	1
SRP045500	SRR1550984	female	adult	1
SRP045500	SRR1551002	female	adult	1
SRP045500	SRR1551003	female	adult	1
SRP045500	SRR1551004	female	adult	1
SRP048735	SRR1607655	female	adult	2
SRP048735	SRR1607654	female	adult	2
SRP048735	SRR1607656	female	adult	2
SRP055180	SRR1812321	male	adult	1
SRP055180	SRR1812361	male	adult	1
SRP055180	SRR1812318	male	adult	1
SRP055180	SRR1812370	male	adult	1
SRP055180	SRR1812359	male	adult	1
SRP055180	SRR1812365	male	adult	1
SRP055180	SRR1812362	male	adult	1
SRP055180	SRR1812372	male	adult	1
SRP055180	SRR1812351	male	adult	1
SRP055180	SRR1812320	male	adult	1
SRP055180	SRR1812369	male	adult	1
SRP055180	SRR1812364	male	adult	1
SRP055180	SRR1812366	male	adult	1
SRP055180	SRR1812352	male	adult	1
SRP055180	SRR1812363	male	adult	1
SRP057793	SRR2018855	female	adult	3
SRP059588	SRR2065106	female	adult	1
SRP068304	SRR3096830	male	adult	3
SRP068304	SRR3096831	male	adult	3
SRP069976	SRR3162853	male	adult	3
SRP090787	SRR4341918	female	adult	3
SRP090787	SRR4341936	female	adult	3
SRP090787	SRR4341912	female	adult	3
SRP092408	SRR4785939	female	adult	1
SRP110289	SRR5750774	male	adult	2
SRP183186	SRR8521498	male	adult	2
SRP183186	SRR8521477	male	adult	2
SRP183186	SRR8521491	female	adult	2
SRP183186	SRR8521517	male	adult	2
SRP188555	SRR8734761	female	adult	2
SRP188555	SRR8734756	female	adult	2
SRP188555	SRR8734764	female	adult	2
SRP188555	SRR8734769	female	adult	2
ERP114936	ERR3289164	female	adult	3
SRP048735	SRR1607658	female	adult	2
SRP048735	SRR1607659	female	adult	2
SRP048735	SRR1607661	female	adult	2
SRP048735	SRR1607660	female	adult	2
SRP048735	SRR1607657	female	adult	2
SRP048735	SRR1607662	female	adult	2
SRP055438	SRR1813882	female	adult	2
SRP057793	SRR2017801	female	adult	3
SRP069976	SRR3162855	female	adult	3
SRP069976	SRR3162860	male	adult	3
SRP069976	SRR3162857	female	adult	3
SRP069976	SRR3162872	male	adult	3
SRP069976	SRR3162869	male	adult	3
SRP073050	SRR3352080	male	adult	1
SRP074739	SRR3493840	male	adult	1
SRP074739	SRR3493841	male	adult	1
SRP074739	SRR3493790	male	adult	1
SRP074739	SRR3493839	male	adult	1
SRP074739	SRR3493792	male	adult	1
SRP074739	SRR3493791	male	adult	1
SRP081605	SRR4026860	female	adult	2
SRP081605	SRR4026952	female	adult	2
SRP081605	SRR4026905	female	adult	2
SRP082426	SRR4045087	female	adult	2
SRP082426	SRR4045076	female	adult	2
SRP090787	SRR4341939	female	adult	3
SRP091303	SRR4407838	male	adult	3
SRP092408	SRR4785927	female	adult	1
SRP113755	SRR5877673	male	adult	2
SRP113755	SRR5877716	female	adult	2
SRP115956	SRR5961809	female	adult	2
SRP115956	SRR5962055	female	adult	2
SRP115956	SRR5961951	female	adult	2
SRP115956	SRR5961820	female	adult	2
SRP115956	SRR5961999	female	adult	2
SRP119170	SRR6116489	male	adult	3
SRP119431	SRR6131686	female	adult	1
SRP183186	SRR8521495	female	adult	2
SRP183186	SRR8521493	female	adult	2
SRP200094	SRR9177696	female	adult	1
SRP200094	SRR9177695	male	adult	1
ERP004697	ERR420386	male	adult	3
ERP004697	ERR420392	male	adult	3
ERP004697	ERR420387	male	adult	3
ERP004697	ERR420391	male	adult	3
ERP010930	ERR952453	male	adult	2
ERP016409	ERR1523947	male	adult	3
ERP104782	ERR2174142	male	adult	2
ERP104782	ERR2174141	male	adult	2
ERP104864	ERR2179087	female	adult	3
ERP104908	ERR2180972	male	adult	2
ERP109255	ERR2618771	male	adult	2
ERP109255	ERR2618792	male	adult	2
ERP109255	ERR2618783	male	adult	2
SRP009455	SRR384894	male	adult	1
SRP037778	SRR1168867	male	adult	2
SRP037778	SRR1168872	male	adult	2
SRP037778	SRR1168870	male	adult	2
SRP037778	SRR1168871	male	adult	2
SRP037778	SRR1168869	male	adult	2
SRP037778	SRR1168866	male	adult	2
SRP037778	SRR1168868	male	adult	2
SRP058243	SRR2016946	female	adult	1
SRP068304	SRR3096828	male	adult	3
SRP068304	SRR3096829	male	adult	3
SRP069976	SRR3162875	female	adult	3
SRP074739	SRR3493813	female	adult	1
SRP074739	SRR3493814	female	adult	1
SRP074739	SRR3493812	female	adult	1
SRP074739	SRR3493815	female	adult	1
SRP082426	SRR4045126	female	adult	2
SRP082426	SRR4045062	female	adult	2
SRP090787	SRR4341930	female	adult	3
SRP090787	SRR4341914	female	adult	3
SRP090787	SRR4341935	female	adult	3
SRP090787	SRR4341922	female	adult	3
SRP149047	SRR7223717	female	adult	3
SRP149047	SRR7223714	female	adult	3
SRP183186	SRR8521515	female	adult	2
SRP183186	SRR8521482	male	adult	2
SRP183186	SRR8521507	female	adult	2
SRP188555	SRR8734762	female	adult	2
SRP188555	SRR8734770	female	adult	2
SRP197353	SRR9036378	male	adult	2
SRP201811	SRR9325664	male	adult	3
SRP201811	SRR9325667	male	adult	3
SRP201811	SRR9325663	male	adult	3
SRP201811	SRR9325662	male	adult	3
SRP201811	SRR9325665	male	adult	3
SRP201811	SRR9325666	male	adult	3
SRP201811	SRR9325669	male	adult	3
SRP201811	SRR9325668	male	adult	3
SRP049592	SRR1643019	male	adult	1
ERP010889	ERR950163	female	adult	1
ERP010889	ERR950181	male	adult	1
ERP010889	ERR950184	male	adult	1
ERP010930	ERR952497	male	adult	2
ERP016409	ERR1523946	male	adult	3
ERP104782	ERR2174140	male	adult	2
ERP104864	ERR2179194	male	adult	3
ERP104864	ERR2179114	female	adult	3
ERP104864	ERR2179113	female	adult	3
ERP104864	ERR2179176	female	adult	3
ERP104864	ERR2179193	male	adult	3
ERP108451	ERR2539044	male	adult	1
ERP108451	ERR2539043	male	adult	1
ERP109255	ERR2618763	female	adult	2
SRP029262	SRR957904	female	adult	3
SRP044228	SRR1510146	male	adult	2
SRP045500	SRR1551012	female	adult	1
SRP045500	SRR1551008	female	adult	1
SRP045500	SRR1551010	female	adult	1
SRP045500	SRR1551011	female	adult	1
SRP045500	SRR1550985	female	adult	1
SRP045500	SRR1551009	female	adult	1
SRP055967	SRR1909637	male	adult	3
SRP058243	SRR2016937	male	adult	1
SRP059579	SRR2070628	male	adult	2
SRP059579	SRR2068830	male	adult	2
SRP059579	SRR2068781	male	adult	2
SRP059579	SRR2068818	male	adult	2
SRP065273	SRR2816119	male	adult	1
SRP065273	SRR2816118	male	adult	1
SRP065273	SRR2816121	male	adult	1
SRP065273	SRR2816113	male	adult	1
SRP065273	SRR2816114	male	adult	1
SRP065273	SRR2816116	male	adult	1
SRP065273	SRR2816115	male	adult	1
SRP065273	SRR2816122	male	adult	1
SRP065273	SRR2816120	male	adult	1
SRP065273	SRR2816117	male	adult	1
SRP069976	SRR3162865	male	adult	3
SRP081605	SRR4026927	female	adult	2
SRP081605	SRR4026974	female	adult	2
SRP082426	SRR4045045	female	adult	2
SRP082426	SRR4045040	female	adult	2
SRP082426	SRR4045080	female	adult	2
SRP091303	SRR4407836	male	adult	3
SRP108388	SRR5635313	male	adult	3
SRP109781	SRR5714789	male	adult	3
SRP119170	SRR6116490	female	adult	3
SRP149047	SRR7223720	female	adult	3
SRP188555	SRR8734757	female	adult	2
SRP188555	SRR8734765	female	adult	2
SRP115571	SRR5938437	male	adult	3
ERP104864	ERR2179128	female	adult	3
ERP104864	ERR2179129	female	adult	3
ERP109255	ERR2618784	female	adult	2
ERP109255	ERR2618791	male	adult	2
ERP110814	ERR2788443	male	adult	1
ERP110814	ERR2788441	male	adult	1
ERP110814	ERR2788442	male	adult	1
ERP110816	ERR2788622	male	adult	3
ERP110816	ERR2788535	male	adult	3
ERP110816	ERR2788537	male	adult	3
ERP110816	ERR2788539	male	adult	3
ERP110816	ERR2788623	male	adult	3
ERP110816	ERR2788541	male	adult	3
ERP110816	ERR2788534	male	adult	3
ERP110816	ERR2788542	male	adult	3
ERP110816	ERR2788540	male	adult	3
ERP110816	ERR2788618	male	adult	3
ERP110816	ERR2788538	male	adult	3
ERP110816	ERR2788536	male	adult	3
ERP110816	ERR2788615	male	adult	3
ERP110816	ERR2788620	male	adult	3
ERP110816	ERR2788619	male	adult	3
ERP110816	ERR2788616	male	adult	3
SRP055438	SRR1813886	female	adult	2
SRP056293	SRR1918168	male	adult	2
SRP056443	SRR1925796	female	adult	1
SRP057793	SRR2018835	female	adult	3
SRP059588	SRR2065012	female	adult	1
SRP069976	SRR3162861	male	adult	3
SRP071026	SRR3198551	male	adult	2
SRP072492	SRR3308909	female	adult	1
SRP073754	SRR3424530	male	adult	1
SRP074739	SRR3493778	male	adult	1
SRP074739	SRR3493774	male	adult	1
SRP074739	SRR3493777	male	adult	1
SRP074739	SRR3493776	male	adult	1
SRP074739	SRR3493779	male	adult	1
SRP090787	SRR4341923	female	adult	3
SRP090787	SRR4341916	female	adult	3
SRP090787	SRR4341913	female	adult	3
SRP090787	SRR4341924	female	adult	3
SRP090787	SRR4341915	female	adult	3
SRP092408	SRR4785836	female	adult	1
SRP096825	SRR5179147	female	adult	1
SRP096825	SRR5179145	female	adult	1
SRP096825	SRR5179146	female	adult	1
SRP115956	SRR5961953	male	adult	2
SRP115956	SRR5961859	male	adult	2
SRP115956	SRR5961811	male	adult	2
SRP149047	SRR7223715	female	adult	3
SRP183186	SRR8521476	female	adult	2
SRP183186	SRR8521508	female	adult	2
SRP183186	SRR8521519	female	adult	2
SRP068424	SRR5330990	male	adult	3
