hgnc_symbol	chromosome	sex_bias	tissue
PRG2	11	M	Peripheral blood mononuclear cells
PRSS23	11	M	Peripheral blood mononuclear cells
PSMA1	11	M	Peripheral blood mononuclear cells
PTS	11	M	Peripheral blood mononuclear cells
RCN1	11	M	Peripheral blood mononuclear cells
RIC3	11	M	Peripheral blood mononuclear cells
SLC25A45	11	M	Peripheral blood mononuclear cells
SLC35F2	11	M	Peripheral blood mononuclear cells
SLC36A4	11	M	Peripheral blood mononuclear cells
SWAP70	11	M	Peripheral blood mononuclear cells
TBCEL	11	M	Peripheral blood mononuclear cells
TMEM41B	11	M	Peripheral blood mononuclear cells
TMEM9B	11	M	Peripheral blood mononuclear cells
TPP1	11	M	Peripheral blood mononuclear cells
TRIM21	11	M	Peripheral blood mononuclear cells
ZDHHC13	11	M	Peripheral blood mononuclear cells
AGAP2	12	M	Peripheral blood mononuclear cells
ANKLE2	12	M	Peripheral blood mononuclear cells
ANKRD13A	12	M	Peripheral blood mononuclear cells
ATF7IP	12	M	Peripheral blood mononuclear cells
ATP2A2	12	M	Peripheral blood mononuclear cells
ATP6V0A2	12	M	Peripheral blood mononuclear cells
C1RL	12	M	Peripheral blood mononuclear cells
CCDC91	12	M	Peripheral blood mononuclear cells
CCDC92	12	M	Peripheral blood mononuclear cells
CCND2	12	M	Peripheral blood mononuclear cells
CD63	12	M	Peripheral blood mononuclear cells
CDK2AP1	12	M	Peripheral blood mononuclear cells
CLIP1	12	M	Peripheral blood mononuclear cells
DTX1	12	M	Peripheral blood mononuclear cells
EMG1	12	M	Peripheral blood mononuclear cells
ENO2	12	M	Peripheral blood mononuclear cells
ETV6	12	M	Peripheral blood mononuclear cells
GIT2	12	M	Peripheral blood mononuclear cells
GOLT1B	12	M	Peripheral blood mononuclear cells
GRIP1	12	M	Peripheral blood mononuclear cells
KLHL42	12	M	Peripheral blood mononuclear cells
KMT5A	12	M	Peripheral blood mononuclear cells
LIMA1	12	M	Peripheral blood mononuclear cells
LIN7A	12	M	Peripheral blood mononuclear cells
M6PR	12	M	Peripheral blood mononuclear cells
MANSC1	12	M	Peripheral blood mononuclear cells
MAP3K12	12	M	Peripheral blood mononuclear cells
MAPKAPK5	12	M	Peripheral blood mononuclear cells
NELL2	12	M	Peripheral blood mononuclear cells
NR4A1	12	M	Peripheral blood mononuclear cells
NUAK1	12	M	Peripheral blood mononuclear cells
PARP11	12	M	Peripheral blood mononuclear cells
PEBP1	12	M	Peripheral blood mononuclear cells
PEX5	12	M	Peripheral blood mononuclear cells
PFKM	12	M	Peripheral blood mononuclear cells
PRDM4	12	M	Peripheral blood mononuclear cells
RBM19	12	M	Peripheral blood mononuclear cells
RECQL	12	M	Peripheral blood mononuclear cells
RHOF	12	M	Peripheral blood mononuclear cells
RILPL1	12	M	Peripheral blood mononuclear cells
RNF34	12	M	Peripheral blood mononuclear cells
SLC15A4	12	M	Peripheral blood mononuclear cells
SLC38A2	12	M	Peripheral blood mononuclear cells
TBK1	12	M	Peripheral blood mononuclear cells
TMEM106C	12	M	Peripheral blood mononuclear cells
TMEM117	12	M	Peripheral blood mononuclear cells
TMEM19	12	M	Peripheral blood mononuclear cells
TMEM5	12	M	Peripheral blood mononuclear cells
UTP20	12	M	Peripheral blood mononuclear cells
VPS29	12	M	Peripheral blood mononuclear cells
ZCRB1	12	M	Peripheral blood mononuclear cells
ZNF641	12	M	Peripheral blood mononuclear cells
ANKRD10	13	M	Peripheral blood mononuclear cells
BIVM	13	M	Peripheral blood mononuclear cells
CDC16	13	M	Peripheral blood mononuclear cells
DCT	13	M	Peripheral blood mononuclear cells
DIAPH3	13	M	Peripheral blood mononuclear cells
DOCK9	13	M	Peripheral blood mononuclear cells
KLF5	13	M	Peripheral blood mononuclear cells
NEK3	13	M	Peripheral blood mononuclear cells
NHLRC3	13	M	Peripheral blood mononuclear cells
OLFM4	13	M	Peripheral blood mononuclear cells
PARP4	13	M	Peripheral blood mononuclear cells
RAP2A	13	M	Peripheral blood mononuclear cells
RFC3	13	M	Peripheral blood mononuclear cells
SLAIN1	13	M	Peripheral blood mononuclear cells
SLC7A1	13	M	Peripheral blood mononuclear cells
STK24	13	M	Peripheral blood mononuclear cells
TDRD3	13	M	Peripheral blood mononuclear cells
UGGT2	13	M	Peripheral blood mononuclear cells
ZMYM2	13	M	Peripheral blood mononuclear cells
AKAP6	14	M	Peripheral blood mononuclear cells
AKT1	14	M	Peripheral blood mononuclear cells
AMN	14	M	Peripheral blood mononuclear cells
ARHGAP5	14	M	Peripheral blood mononuclear cells
ATP5S	14	M	Peripheral blood mononuclear cells
C14orf1	14	M	Peripheral blood mononuclear cells
C14orf142	14	M	Peripheral blood mononuclear cells
CDC42BPB	14	M	Peripheral blood mononuclear cells
CFL2	14	M	Peripheral blood mononuclear cells
DLST	14	M	Peripheral blood mononuclear cells
EVL	14	M	Peripheral blood mononuclear cells
FOXG1	14	M	Peripheral blood mononuclear cells
GMFB	14	M	Peripheral blood mononuclear cells
MGAT2	14	M	Peripheral blood mononuclear cells
MLH3	14	M	Peripheral blood mononuclear cells
PABPN1	14	M	Peripheral blood mononuclear cells
PARP2	14	M	Peripheral blood mononuclear cells
PPP1R13B	14	M	Peripheral blood mononuclear cells
PSMA6	14	M	Peripheral blood mononuclear cells
PSME2	14	M	Peripheral blood mononuclear cells
PTGDR	14	M	Peripheral blood mononuclear cells
PTGR2	14	M	Peripheral blood mononuclear cells
PTPN21	14	M	Peripheral blood mononuclear cells
RAB2B	14	M	Peripheral blood mononuclear cells
SAV1	14	M	Peripheral blood mononuclear cells
SNX6	14	M	Peripheral blood mononuclear cells
SOCS4	14	M	Peripheral blood mononuclear cells
TMEM30B	14	M	Peripheral blood mononuclear cells
ARRDC4	15	M	Peripheral blood mononuclear cells
C2CD4B	15	M	Peripheral blood mononuclear cells
CASC5	15	M	Peripheral blood mononuclear cells
CGNL1	15	M	Peripheral blood mononuclear cells
CORO2B	15	M	Peripheral blood mononuclear cells
DIS3L	15	M	Peripheral blood mononuclear cells
DPH6	15	M	Peripheral blood mononuclear cells
EID1	15	M	Peripheral blood mononuclear cells
FAM174B	15	M	Peripheral blood mononuclear cells
FAM219B	15	M	Peripheral blood mononuclear cells
FANCI	15	M	Peripheral blood mononuclear cells
GDPGP1	15	M	Peripheral blood mononuclear cells
HDGFRP3	15	M	Peripheral blood mononuclear cells
IVD	15	M	Peripheral blood mononuclear cells
LPCAT4	15	M	Peripheral blood mononuclear cells
MAN2A2	15	M	Peripheral blood mononuclear cells
MYEF2	15	M	Peripheral blood mononuclear cells
MYO5A	15	M	Peripheral blood mononuclear cells
PARP16	15	M	Peripheral blood mononuclear cells
PARP6	15	M	Peripheral blood mononuclear cells
PDE8A	15	M	Peripheral blood mononuclear cells
PIGB	15	M	Peripheral blood mononuclear cells
PTPN9	15	M	Peripheral blood mononuclear cells
RPLP1	15	M	Peripheral blood mononuclear cells
SCG3	15	M	Peripheral blood mononuclear cells
SNRPN	15	M	Peripheral blood mononuclear cells
SPESP1	15	M	Peripheral blood mononuclear cells
ST20	15	M	Peripheral blood mononuclear cells
TMEM62	15	M	Peripheral blood mononuclear cells
VWA9	15	M	Peripheral blood mononuclear cells
WDR61	15	M	Peripheral blood mononuclear cells
ZWILCH	15	M	Peripheral blood mononuclear cells
ADGRG1	16	M	Peripheral blood mononuclear cells
ARL6IP1	16	M	Peripheral blood mononuclear cells
C16orf45	16	M	Peripheral blood mononuclear cells
C16orf70	16	M	Peripheral blood mononuclear cells
C16orf74	16	M	Peripheral blood mononuclear cells
CDYL2	16	M	Peripheral blood mononuclear cells
CMC2	16	M	Peripheral blood mononuclear cells
CMTM3	16	M	Peripheral blood mononuclear cells
CNGB1	16	M	Peripheral blood mononuclear cells
COQ7	16	M	Peripheral blood mononuclear cells
CYB5B	16	M	Peripheral blood mononuclear cells
DYNC1LI2	16	M	Peripheral blood mononuclear cells
EEF2K	16	M	Peripheral blood mononuclear cells
FUS	16	M	Peripheral blood mononuclear cells
GSE1	16	M	Peripheral blood mononuclear cells
MEIOB	16	M	Peripheral blood mononuclear cells
NOD2	16	M	Peripheral blood mononuclear cells
NTAN1	16	M	Peripheral blood mononuclear cells
PDXDC1	16	M	Peripheral blood mononuclear cells
PHLPP2	16	M	Peripheral blood mononuclear cells
SDR42E1	16	M	Peripheral blood mononuclear cells
SNTB2	16	M	Peripheral blood mononuclear cells
TAT	16	M	Peripheral blood mononuclear cells
TK2	16	M	Peripheral blood mononuclear cells
USP7	16	M	Peripheral blood mononuclear cells
VAC14	16	M	Peripheral blood mononuclear cells
XYLT1	16	M	Peripheral blood mononuclear cells
ZSCAN32	16	M	Peripheral blood mononuclear cells
ACTG1	17	M	Peripheral blood mononuclear cells
ALDH3A2	17	M	Peripheral blood mononuclear cells
ARSG	17	M	Peripheral blood mononuclear cells
BCL6B	17	M	Peripheral blood mononuclear cells
BRIP1	17	M	Peripheral blood mononuclear cells
C17orf75	17	M	Peripheral blood mononuclear cells
CACNB1	17	M	Peripheral blood mononuclear cells
CARD14	17	M	Peripheral blood mononuclear cells
CCDC43	17	M	Peripheral blood mononuclear cells
CCDC47	17	M	Peripheral blood mononuclear cells
CCT6B	17	M	Peripheral blood mononuclear cells
CDC27	17	M	Peripheral blood mononuclear cells
CDRT15L2	17	M	Peripheral blood mononuclear cells
CHD3	17	M	Peripheral blood mononuclear cells
CSH1	17	M	Peripheral blood mononuclear cells
DGKE	17	M	Peripheral blood mononuclear cells
DUSP14	17	M	Peripheral blood mononuclear cells
EIF4A3	17	M	Peripheral blood mononuclear cells
FN3K	17	M	Peripheral blood mononuclear cells
GJC1	17	M	Peripheral blood mononuclear cells
HLF	17	M	Peripheral blood mononuclear cells
KCNJ16	17	M	Peripheral blood mononuclear cells
MAFG	17	M	Peripheral blood mononuclear cells
MPO	17	M	Peripheral blood mononuclear cells
MPRIP	17	M	Peripheral blood mononuclear cells
MSI2	17	M	Peripheral blood mononuclear cells
MYO18A	17	M	Peripheral blood mononuclear cells
NGFR	17	M	Peripheral blood mononuclear cells
NPEPPS	17	M	Peripheral blood mononuclear cells
OR3A2	17	M	Peripheral blood mononuclear cells
PFAS	17	M	Peripheral blood mononuclear cells
PIGL	17	M	Peripheral blood mononuclear cells
PIP4K2B	17	M	Peripheral blood mononuclear cells
PITPNA	17	M	Peripheral blood mononuclear cells
RAB37	17	M	Peripheral blood mononuclear cells
RECQL5	17	M	Peripheral blood mononuclear cells
RNF135	17	M	Peripheral blood mononuclear cells
SCN4A	17	M	Peripheral blood mononuclear cells
SLFN11	17	M	Peripheral blood mononuclear cells
SOST	17	M	Peripheral blood mononuclear cells
SPNS3	17	M	Peripheral blood mononuclear cells
SRR	17	M	Peripheral blood mononuclear cells
STAT3	17	M	Peripheral blood mononuclear cells
STAT5A	17	M	Peripheral blood mononuclear cells
TTYH2	17	M	Peripheral blood mononuclear cells
ULK2	17	M	Peripheral blood mononuclear cells
ARHGAP28	18	M	Peripheral blood mononuclear cells
CELF4	18	M	Peripheral blood mononuclear cells
ELAC1	18	M	Peripheral blood mononuclear cells
GALNT1	18	M	Peripheral blood mononuclear cells
HRH4	18	M	Peripheral blood mononuclear cells
IMPACT	18	M	Peripheral blood mononuclear cells
KDSR	18	M	Peripheral blood mononuclear cells
MALT1	18	M	Peripheral blood mononuclear cells
MBP	18	M	Peripheral blood mononuclear cells
NPC1	18	M	Peripheral blood mononuclear cells
PMAIP1	18	M	Peripheral blood mononuclear cells
PPP4R1	18	M	Peripheral blood mononuclear cells
PSTPIP2	18	M	Peripheral blood mononuclear cells
PTPN2	18	M	Peripheral blood mononuclear cells
RAB12	18	M	Peripheral blood mononuclear cells
RAB27B	18	M	Peripheral blood mononuclear cells
RTTN	18	M	Peripheral blood mononuclear cells
SLC39A6	18	M	Peripheral blood mononuclear cells
ST8SIA5	18	M	Peripheral blood mononuclear cells
ZNF516	18	M	Peripheral blood mononuclear cells
ZNF532	18	M	Peripheral blood mononuclear cells
CEBPG	19	M	Peripheral blood mononuclear cells
CHAF1A	19	M	Peripheral blood mononuclear cells
CIRBP	19	M	Peripheral blood mononuclear cells
DAZAP1	19	M	Peripheral blood mononuclear cells
EPS15L1	19	M	Peripheral blood mononuclear cells
GPATCH1	19	M	Peripheral blood mononuclear cells
MAP4K1	19	M	Peripheral blood mononuclear cells
NPHS1	19	M	Peripheral blood mononuclear cells
ODF3L2	19	M	Peripheral blood mononuclear cells
OR10H2	19	M	Peripheral blood mononuclear cells
PDCD5	19	M	Peripheral blood mononuclear cells
PRMT1	19	M	Peripheral blood mononuclear cells
S1PR5	19	M	Peripheral blood mononuclear cells
SULT2A1	19	M	Peripheral blood mononuclear cells
TSHZ3	19	M	Peripheral blood mononuclear cells
ZFP30	19	M	Peripheral blood mononuclear cells
ZNF208	19	M	Peripheral blood mononuclear cells
ZNF264	19	M	Peripheral blood mononuclear cells
ZNF529	19	M	Peripheral blood mononuclear cells
ZNF653	19	M	Peripheral blood mononuclear cells
ZNF837	19	M	Peripheral blood mononuclear cells
AURKA	20	M	Peripheral blood mononuclear cells
CDS2	20	M	Peripheral blood mononuclear cells
GINS1	20	M	Peripheral blood mononuclear cells
GNAS	20	M	Peripheral blood mononuclear cells
IFT52	20	M	Peripheral blood mononuclear cells
KIAA1755	20	M	Peripheral blood mononuclear cells
NCOA6	20	M	Peripheral blood mononuclear cells
NPBWR2	20	M	Peripheral blood mononuclear cells
NPEPL1	20	M	Peripheral blood mononuclear cells
PRNP	20	M	Peripheral blood mononuclear cells
RASSF2	20	M	Peripheral blood mononuclear cells
SLC23A2	20	M	Peripheral blood mononuclear cells
SYCP2	20	M	Peripheral blood mononuclear cells
TMX4	20	M	Peripheral blood mononuclear cells
TSHZ2	20	M	Peripheral blood mononuclear cells
ZBP1	20	M	Peripheral blood mononuclear cells
ZNFX1	20	M	Peripheral blood mononuclear cells
C21orf2	21	M	Peripheral blood mononuclear cells
CHAF1B	21	M	Peripheral blood mononuclear cells
CLIC6	21	M	Peripheral blood mononuclear cells
CSTB	21	M	Peripheral blood mononuclear cells
ETS2	21	M	Peripheral blood mononuclear cells
FTCD	21	M	Peripheral blood mononuclear cells
HLCS	21	M	Peripheral blood mononuclear cells
NCAM2	21	M	Peripheral blood mononuclear cells
RWDD2B	21	M	Peripheral blood mononuclear cells
SUMO3	21	M	Peripheral blood mononuclear cells
TMPRSS2	21	M	Peripheral blood mononuclear cells
U2AF1	21	M	Peripheral blood mononuclear cells
APOBEC3C	22	M	Peripheral blood mononuclear cells
APOBEC3F	22	M	Peripheral blood mononuclear cells
APOL1	22	M	Peripheral blood mononuclear cells
APOL3	22	M	Peripheral blood mononuclear cells
APOL6	22	M	Peripheral blood mononuclear cells
CERK	22	M	Peripheral blood mononuclear cells
EIF4ENIF1	22	M	Peripheral blood mononuclear cells
FBXO7	22	M	Peripheral blood mononuclear cells
FOXRED2	22	M	Peripheral blood mononuclear cells
IL2RB	22	M	Peripheral blood mononuclear cells
NF2	22	M	Peripheral blood mononuclear cells
PARVB	22	M	Peripheral blood mononuclear cells
PATZ1	22	M	Peripheral blood mononuclear cells
SRRD	22	M	Peripheral blood mononuclear cells
TTLL1	22	M	Peripheral blood mononuclear cells
YWHAH	22	M	Peripheral blood mononuclear cells
ACOT9	X	M	Peripheral blood mononuclear cells
ANOS1	X	M	Peripheral blood mononuclear cells
ARHGEF9	X	M	Peripheral blood mononuclear cells
BCOR	X	M	Peripheral blood mononuclear cells
CD99	X	M	Peripheral blood mononuclear cells
CLIC2	X	M	Peripheral blood mononuclear cells
CSF2RA	X	M	Peripheral blood mononuclear cells
CTPS2	X	M	Peripheral blood mononuclear cells
DKC1	X	M	Peripheral blood mononuclear cells
DNASE1L1	X	M	Peripheral blood mononuclear cells
GAB3	X	M	Peripheral blood mononuclear cells
KAL1	X	M	Peripheral blood mononuclear cells
KIAA2022	X	M	Peripheral blood mononuclear cells
LDOC1	X	M	Peripheral blood mononuclear cells
LONRF3	X	M	Peripheral blood mononuclear cells
MAGED1	X	M	Peripheral blood mononuclear cells
MID2	X	M	Peripheral blood mononuclear cells
MTM1	X	M	Peripheral blood mononuclear cells
MTMR1	X	M	Peripheral blood mononuclear cells
MTMR8	X	M	Peripheral blood mononuclear cells
P2RY8	X	M	Peripheral blood mononuclear cells
PBDC1	X	M	Peripheral blood mononuclear cells
PRPS2	X	M	Peripheral blood mononuclear cells
RBBP7	X	M	Peripheral blood mononuclear cells
RBM3	X	M	Peripheral blood mononuclear cells
RPS6KA6	X	M	Peripheral blood mononuclear cells
SAT1	X	M	Peripheral blood mononuclear cells
SCML1	X	M	Peripheral blood mononuclear cells
SLC25A43	X	M	Peripheral blood mononuclear cells
SLC25A5	X	M	Peripheral blood mononuclear cells
TIMP1	X	M	Peripheral blood mononuclear cells
ZBED1	X	M	Peripheral blood mononuclear cells
ZNF185	X	M	Peripheral blood mononuclear cells
ZNF449	X	M	Peripheral blood mononuclear cells
BPY2	Y	M	Peripheral blood mononuclear cells
CDY1	Y	M	Peripheral blood mononuclear cells
DAZ2	Y	M	Peripheral blood mononuclear cells
DDX3Y	Y	M	Peripheral blood mononuclear cells
EIF1AY	Y	M	Peripheral blood mononuclear cells
HSFY2	Y	M	Peripheral blood mononuclear cells
KDM5D	Y	M	Peripheral blood mononuclear cells
NLGN4Y	Y	M	Peripheral blood mononuclear cells
PRY	Y	M	Peripheral blood mononuclear cells
RBMY1A1	Y	M	Peripheral blood mononuclear cells
RBMY1B	Y	M	Peripheral blood mononuclear cells
RPS4Y1	Y	M	Peripheral blood mononuclear cells
RPS4Y2	Y	M	Peripheral blood mononuclear cells
TMSB4Y	Y	M	Peripheral blood mononuclear cells
TSPY1	Y	M	Peripheral blood mononuclear cells
TSPY2	Y	M	Peripheral blood mononuclear cells
TSPY3	Y	M	Peripheral blood mononuclear cells
USP9Y	Y	M	Peripheral blood mononuclear cells
UTY	Y	M	Peripheral blood mononuclear cells
XKRY	Y	M	Peripheral blood mononuclear cells
ZFY	Y	M	Peripheral blood mononuclear cells
CEP135	4	F	Posterior inferior parietal cortex
ZFX	X	F	Posterior inferior parietal cortex
EDNRA	4	M	Posterior inferior parietal cortex
AIF1	6	M	Posterior inferior parietal cortex
COL1A2	7	M	Posterior inferior parietal cortex
CPED1	7	M	Posterior inferior parietal cortex
TYROBP	19	M	Posterior inferior parietal cortex
CBR1	21	M	Posterior inferior parietal cortex
DDX3Y	Y	M	Posterior inferior parietal cortex
EIF1AY	Y	M	Posterior inferior parietal cortex
NLGN4Y	Y	M	Posterior inferior parietal cortex
PCDH11Y	Y	M	Posterior inferior parietal cortex
RPS4Y1	Y	M	Posterior inferior parietal cortex
USP9Y	Y	M	Posterior inferior parietal cortex
UTY	Y	M	Posterior inferior parietal cortex
ZFY	Y	M	Posterior inferior parietal cortex
SCN9A	2	F	Primary auditory cortex
CCSER1	4	F	Primary auditory cortex
CEP135	4	F	Primary auditory cortex
CEP162	6	F	Primary auditory cortex
ZNF804B	7	F	Primary auditory cortex
KIF16B	20	F	Primary auditory cortex
ZFX	X	F	Primary auditory cortex
LAPTM5	1	M	Primary auditory cortex
COL3A1	2	M	Primary auditory cortex
EDNRA	4	M	Primary auditory cortex
COL1A2	7	M	Primary auditory cortex
CPED1	7	M	Primary auditory cortex
CTSC	11	M	Primary auditory cortex
LYVE1	11	M	Primary auditory cortex
LUM	12	M	Primary auditory cortex
COLEC12	18	M	Primary auditory cortex
C3	19	M	Primary auditory cortex
TYROBP	19	M	Primary auditory cortex
BGN	X	M	Primary auditory cortex
CYBB	X	M	Primary auditory cortex
DDX3Y	Y	M	Primary auditory cortex
EIF1AY	Y	M	Primary auditory cortex
NLGN4Y	Y	M	Primary auditory cortex
PCDH11Y	Y	M	Primary auditory cortex
RPS4Y1	Y	M	Primary auditory cortex
TMSB4Y	Y	M	Primary auditory cortex
USP9Y	Y	M	Primary auditory cortex
UTY	Y	M	Primary auditory cortex
ZFY	Y	M	Primary auditory cortex
GNG11	7	F	Primary motor cortex
PUDP	X	F	Primary motor cortex
TET2	4	M	Primary motor cortex
DDX3Y	Y	M	Primary motor cortex
EIF1AY	Y	M	Primary motor cortex
NLGN4Y	Y	M	Primary motor cortex
PCDH11Y	Y	M	Primary motor cortex
RPS4Y1	Y	M	Primary motor cortex
USP9Y	Y	M	Primary motor cortex
UTY	Y	M	Primary motor cortex
ZFY	Y	M	Primary motor cortex
PUDP	X	F	Primary somatosensory cortex
ZFX	X	F	Primary somatosensory cortex
COL3A1	2	M	Primary somatosensory cortex
COL1A2	7	M	Primary somatosensory cortex
CPED1	7	M	Primary somatosensory cortex
COL1A1	17	M	Primary somatosensory cortex
DDX3Y	Y	M	Primary somatosensory cortex
EIF1AY	Y	M	Primary somatosensory cortex
NLGN4Y	Y	M	Primary somatosensory cortex
PCDH11Y	Y	M	Primary somatosensory cortex
RPS4Y1	Y	M	Primary somatosensory cortex
USP9Y	Y	M	Primary somatosensory cortex
UTY	Y	M	Primary somatosensory cortex
ZFY	Y	M	Primary somatosensory cortex
ZFX	X	F	Primary visual cortex
EDNRA	4	M	Primary visual cortex
COX7A2	6	M	Primary visual cortex
GLO1	6	M	Primary visual cortex
HIST1H2BK	6	M	Primary visual cortex
CPED1	7	M	Primary visual cortex
LY6E	8	M	Primary visual cortex
DDX3Y	Y	M	Primary visual cortex
EIF1AY	Y	M	Primary visual cortex
NLGN4Y	Y	M	Primary visual cortex
PCDH11Y	Y	M	Primary visual cortex
RPS4Y1	Y	M	Primary visual cortex
USP9Y	Y	M	Primary visual cortex
UTY	Y	M	Primary visual cortex
ZFY	Y	M	Primary visual cortex
ORC3L	6	F	Putamen
KDM5C	X	F	Putamen
PUDP	X	F	Putamen
ZFX	X	F	Putamen
DDX3Y	Y	M	Putamen
EIF1AY	Y	M	Putamen
KDM5D	Y	M	Putamen
NLGN4Y	Y	M	Putamen
RPS4Y1	Y	M	Putamen
TMSB4Y	Y	M	Putamen
USP9Y	Y	M	Putamen
UTY	Y	M	Putamen
ZFY	Y	M	Putamen
ASTN1	1	F	Skin
CLCNKA	1	M	Skin
C2orf72	2	M	Skin
SPATA3	2	M	Skin
CORIN	4	M	Skin
CUX2	12	M	Skin
DAZ2	Y	M	Skin
DDX3Y	Y	M	Skin
EIF1AY	Y	M	Skin
KDM5D	Y	M	Skin
NLGN4Y	Y	M	Skin
PCDH11Y	Y	M	Skin
RPS4Y1	Y	M	Skin
SRY	Y	M	Skin
TBL1Y	Y	M	Skin
TMSB4Y	Y	M	Skin
USP9Y	Y	M	Skin
UTY	Y	M	Skin
ZFY	Y	M	Skin
NKTR	3	F	Striatum
DDX3Y	Y	M	Striatum
EIF1AY	Y	M	Striatum
NLGN4Y	Y	M	Striatum
PCDH11Y	Y	M	Striatum
RPS4Y1	Y	M	Striatum
TMSB4Y	Y	M	Striatum
USP9Y	Y	M	Striatum
UTY	Y	M	Striatum
ZFY	Y	M	Striatum
DDX3X	X	F	Substantianigra
KDM5C	X	F	Substantianigra
KDM6A	X	F	Substantianigra
PUDP	X	F	Substantianigra
ZFX	X	F	Substantianigra
DDX3Y	Y	M	Substantianigra
EIF1AY	Y	M	Substantianigra
KDM5D	Y	M	Substantianigra
NLGN4Y	Y	M	Substantianigra
RPS4Y1	Y	M	Substantianigra
TMSB4Y	Y	M	Substantianigra
USP9Y	Y	M	Substantianigra
UTY	Y	M	Substantianigra
ZFY	Y	M	Substantianigra
DDX3Y	Y	M	Substantianigra
EIF1AY	Y	M	Substantianigra
KDM5D	Y	M	Substantianigra
NLGN4Y	Y	M	Substantianigra
PCDH11Y	Y	M	Substantianigra
RPS4Y1	Y	M	Substantianigra
TMSB4Y	Y	M	Substantianigra
USP9Y	Y	M	Substantianigra
UTY	Y	M	Substantianigra
ZFY	Y	M	Substantianigra
PPP1R2	3	F	Superior temporal cortex
CCSER1	4	F	Superior temporal cortex
TET2	4	F	Superior temporal cortex
PLXNA4	7	F	Superior temporal cortex
ZFX	X	F	Superior temporal cortex
DHRS3	1	M	Superior temporal cortex
OLFML3	1	M	Superior temporal cortex
COL3A1	2	M	Superior temporal cortex
CYBRD1	2	M	Superior temporal cortex
WIPF1	2	M	Superior temporal cortex
CX3CR1	3	M	Superior temporal cortex
P2RY12	3	M	Superior temporal cortex
EDNRA	4	M	Superior temporal cortex
COX7A2	6	M	Superior temporal cortex
CALD1	7	M	Superior temporal cortex
COL1A2	7	M	Superior temporal cortex
CPED1	7	M	Superior temporal cortex
PDK4	7	M	Superior temporal cortex
SDC2	8	M	Superior temporal cortex
CKS2	9	M	Superior temporal cortex
GSN	9	M	Superior temporal cortex
STOM	9	M	Superior temporal cortex
FZD8	10	M	Superior temporal cortex
FOLR2	11	M	Superior temporal cortex
LYVE1	11	M	Superior temporal cortex
LUM	12	M	Superior temporal cortex
FBLN5	14	M	Superior temporal cortex
NPC2	14	M	Superior temporal cortex
RNASE1	14	M	Superior temporal cortex
ISLR	15	M	Superior temporal cortex
COL1A1	17	M	Superior temporal cortex
LGALS3BP	17	M	Superior temporal cortex
"NAA38"	17	M	Superior temporal cortex
COLEC12	18	M	Superior temporal cortex
C3	19	M	Superior temporal cortex
TYROBP	19	M	Superior temporal cortex
UQCR11	19	M	Superior temporal cortex
MYL9	20	M	Superior temporal cortex
PLTP	20	M	Superior temporal cortex
CBR1	21	M	Superior temporal cortex
LGALS1	22	M	Superior temporal cortex
BGN	X	M	Superior temporal cortex
CYBB	X	M	Superior temporal cortex
MSN	X	M	Superior temporal cortex
TIMP1	X	M	Superior temporal cortex
DDX3Y	Y	M	Superior temporal cortex
EIF1AY	Y	M	Superior temporal cortex
NLGN4Y	Y	M	Superior temporal cortex
PCDH11Y	Y	M	Superior temporal cortex
RPS4Y1	Y	M	Superior temporal cortex
TMSB4Y	Y	M	Superior temporal cortex
USP9Y	Y	M	Superior temporal cortex
UTY	Y	M	Superior temporal cortex
ZFY	Y	M	Superior temporal cortex
DNAJC1	10	F	Temporal cortex
DDX3X	X	F	Temporal cortex
EIF2S3	X	F	Temporal cortex
KDM5C	X	F	Temporal cortex
KDM6A	X	F	Temporal cortex
PUDP	X	F	Temporal cortex
ZFX	X	F	Temporal cortex
DDX3Y	Y	M	Temporal cortex
EIF1AY	Y	M	Temporal cortex
KDM5D	Y	M	Temporal cortex
NLGN4Y	Y	M	Temporal cortex
RPS4Y1	Y	M	Temporal cortex
TMSB4Y	Y	M	Temporal cortex
USP9Y	Y	M	Temporal cortex
UTY	Y	M	Temporal cortex
ZFY	Y	M	Temporal cortex
HAND2	4	F	Thalamus
RHCG	15	F	Thalamus
MT1X	16	F	Thalamus
ALG12	22	F	Thalamus
DDX3X	X	F	Thalamus
EIF2S3	X	F	Thalamus
KDM5C	X	F	Thalamus
KDM6A	X	F	Thalamus
PUDP	X	F	Thalamus
SMC1A	X	F	Thalamus
ZFX	X	F	Thalamus
DDX3Y	Y	M	Thalamus
EIF1AY	Y	M	Thalamus
KDM5D	Y	M	Thalamus
NLGN4Y	Y	M	Thalamus
RPS4Y1	Y	M	Thalamus
TMSB4Y	Y	M	Thalamus
USP9Y	Y	M	Thalamus
UTY	Y	M	Thalamus
ZFY	Y	M	Thalamus
HTRA4	8	F	Thyroid
ITGAX	16	F	Thyroid
CXorf21	X	F	Thyroid
SLITRK4	X	M	Thyroid
DDX3Y	Y	M	Thyroid
EIF1AY	Y	M	Thyroid
KDM5D	Y	M	Thyroid
NLGN4Y	Y	M	Thyroid
PCDH11Y	Y	M	Thyroid
RPS4Y1	Y	M	Thyroid
TBL1Y	Y	M	Thyroid
TMSB4Y	Y	M	Thyroid
USP9Y	Y	M	Thyroid
UTY	Y	M	Thyroid
ZFY	Y	M	Thyroid
ZFX	X	F	Ventrolateral prefrontal cortex
