gene_id	ont_name
317662	Mendelian disease
317662	central nervous system disorder
317662	hereditary ataxia
317662	posterior fossa malformation
317662	Joubert syndrome
317662	disorder of development or morphogenesis
317662	hereditary cerebellar ataxia
317662	nervous system disorder
317662	Joubert syndrome and related disorders
317662	autosomal recessive disease
317662	genetic nervous system disorder
317662	cerebellar disorder
317662	cerebellar malformation
317662	skull disorder
317662	hearing loss disorder
317662	skeletal system disorder
317662	genetic head and neck malformation
317662	hypoglossia/aglossia
317662	orofaciodigital syndrome
317662	oromandibular-limb anomalies syndrome
317662	psychiatric disorder
317662	branchial arch or oral-acral syndrome
317662	inherited auditory system disease
317662	syndromic intellectual disability
317662	mental disorder
317662	developmental disorder of mental health
317662	face disorder
317662	musculoskeletal system disorder
317662	hearing disorder
317662	disorder of facial skeleton
317662	intellectual disability
317662	Joubert syndrome 17
317662	perceptual disorders
317662	bone disorder
317662	auditory system disorder
317662	head disorder
317662	syndromic genetic hearing loss
23169	developmental defect during embryogenesis
23169	osteochondrodysplasia
23169	glycoprotein metabolism disease
23169	disorder of glycosylation
23169	bone development disease
23169	primary bone dysplasia
23169	skeletal system disorder
23169	musculoskeletal system disorder
23169	disease or disorder
23169	congenital disorder of glycosylation
23169	spondylodysplastic dysplasia
23169	disorder of protein O-glycosylation
23169	inborn errors of metabolism
23169	disorder of O-xylosyl/N-acetylgalactosaminylglycan synthesis
23169	metabolic disease
23169	Mendelian disease
23169	developmental anomaly of metabolic origin
23169	disorder of development or morphogenesis
23169	congenital disorder of glycosylation-related bone disorder
23169	bone disorder
55084	disease or disorder
55084	Mendelian disease
57551	autosomal dominant disease
57551	mental disorder
57551	intellectual disability, autosomal dominant
57551	developmental disorder of mental health
57551	Mendelian disease
57551	genetic nervous system disorder
57551	psychiatric disorder
57551	disease or disorder
57551	central nervous system disorder
57551	autosomal genetic disease
57551	brain disorder
57551	nervous system disorder
57551	non-syndromic intellectual disability
57551	intellectual disability
57545	developmental defect during embryogenesis
57545	genetic lethal multiple congenital anomalies/dysmorphic syndrome
57545	multiple congenital anomalies/dysmorphic syndrome
57545	ciliopathy
57545	Mendelian disease
57545	disease or disorder
57545	genetic multiple congenital anomalies/dysmorphic syndrome
57545	syndromic disease
57545	lethal multiple congenital anomalies/dysmorphic syndrome
57545	disorder of development or morphogenesis
57545	inherited vitreous-retinal disease
57545	autosomal genetic disease
57545	eye disorder
57545	brain disorder
57545	autosomal recessive cerebellar ataxia
57545	syndromic retinitis pigmentosa
57545	retinal ciliopathy
57545	vitreous body disorder
57545	central nervous system malformation
57545	central nervous system disorder
57545	hereditary ataxia
57545	posterior fossa malformation
57545	nervous system disorder
57545	disorder of visual system
57545	genetic nervous system disorder
57545	autosomal recessive congenital cerebellar ataxia
57545	retinal degeneration
57545	face disorder
57545	cerebellar ataxia
57545	atactic disorder
57545	movement disorder
57545	retinitis pigmentosa
57545	vision disorder
57545	malformation of the cerebellar vermis
57545	Joubert syndrome
57545	disorder of orbital region
57545	perceptual disorders
57545	retinal disorder
57545	inherited retinal dystrophy
57545	hereditary cerebellar ataxia
57545	head disorder
57545	Joubert syndrome and related disorders
57545	autosomal recessive disease
57545	cerebellar disorder
57545	cerebellar malformation
57545	genetic parenchymatous liver disease
57545	digestive system disorder
57545	endocrine system disorder
57545	liver disorder
57545	hepatobiliary disorder
57545	COACH syndrome
57539	NA
57539	synostosis
57539	epidermal appendage anomaly
57539	genetic epidermal appendage anomaly
57539	bone development disease
57539	kidney disorder
57539	ectodermal dysplasia syndrome
57539	primary bone dysplasia
57539	integumentary system disorder
57539	skeletal system disorder
57539	urinary system disorder
57539	autosomal genetic disease
57539	dysostosis
57539	genetic skin disease
57539	renal tubule disorder
57539	cranial malformation
57539	short rib-polydactyly syndrome
57539	disorder of development or morphogenesis
57539	respiratory system disorder
57539	developmental defect during embryogenesis
57539	craniosynostosis syndrome, autosomal recessive
57539	craniosynostosis
57539	syndromic craniosynostosis
57539	musculoskeletal system disorder
57539	skin disorder
57539	dysostosis of genetic origin
57539	disease or disorder
57539	syndromic disease
57539	skin appendage disorder
57539	inherited renal tubular disease
57539	respiratory or thoracic malformation
57539	short rib dysplasia
57539	Mendelian disease
57539	thoracic malformation
57539	bone disorder
57539	autosomal recessive disease
57539	digestive tract malformation
57539	nephropathy-associated ciliopathy
57539	ciliopathy
57539	Jeune syndrome
57539	anorectal malformation
57539	syndromic anorectal malformation
57560	respiratory system disorder
57560	nephropathy-associated ciliopathy
57560	bone development disease
57560	kidney disorder
57560	ciliopathy
57560	primary bone dysplasia
57560	skeletal system disorder
57560	musculoskeletal system disorder
57560	urinary system disorder
57560	disease or disorder
57560	syndromic disease
57560	inherited renal tubular disease
57560	renal tubule disorder
57560	respiratory or thoracic malformation
57560	short rib dysplasia
57560	Mendelian disease
57560	thoracic malformation
57560	short rib-polydactyly syndrome
57560	disorder of development or morphogenesis
57560	bone disorder
57560	developmental defect during embryogenesis
57560	digestive tract malformation
57560	anorectal malformation
57560	syndromic anorectal malformation
285590	filamin-related bone disorder
285590	bone development disease
285590	primary bone dysplasia
285590	Mendelian disease
285590	skeletal system disorder
285590	musculoskeletal system disorder
285590	otopalatodigital syndrome spectrum disorder
285590	disease or disorder
285590	disorder of development or morphogenesis
285590	bone disorder
22995	developmental defect during embryogenesis
22995	neuro-ophthalmological disease
22995	congenital nervous system disorder
22995	face disorder
22995	isolated congenital microcephaly
22995	disease or disorder
22995	autosomal genetic disease
22995	nervous system disorder
22995	eye disorder
22995	central nervous system malformation
22995	Mendelian disease
22995	disorder of orbital region
22995	cerebral malformation
22995	disorder of development or morphogenesis
22995	head disorder
22995	microcephaly
22995	disorder of visual system
22995	autosomal recessive disease
22995	genetic nervous system disorder
22995	syndromic intellectual disability
22995	mental disorder
22995	bone development disease
22995	primary bone dysplasia
22995	skeletal system disorder
22995	developmental disorder of mental health
22995	musculoskeletal system disorder
22995	genetic multiple congenital anomalies/dysmorphic syndrome
22995	syndromic disease
22995	brain disorder
22995	intellectual disability
22995	microcephalic primordial dwarfism
22995	multiple congenital anomalies/dysmorphic syndrome
22995	psychiatric disorder
22995	central nervous system disorder
22995	slender bone dysplasia
22995	bone disorder
22995	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
57609	disease or disorder
57609	Mendelian disease
55145	inherited dystonia
55145	movement disorder
55145	Mendelian disease
55145	isolated dystonia
55145	generalized dystonia
55145	dystonic disorder
55145	disease or disorder
55145	nervous system disorder
55145	generalized isolated dystonia
55145	genetic nervous system disorder
23516	inherited dystonia
23516	hypermanganesemia with dystonia
23516	dystonic disorder
23516	disease or disorder
23516	autosomal genetic disease
23516	disorder of metabolite absorption and transport
23516	movement disorder
23516	disorder of manganese transport
23516	disorder of mineral absorption and transport
23516	inborn errors of metabolism
23516	metabolic disease
23516	persistent combined dystonia
23516	Mendelian disease
23516	nervous system disorder
23516	combined dystonia
23516	autosomal recessive disease
23516	genetic nervous system disorder
91252	developmental defect during embryogenesis
91252	dermis elastic tissue disorder
91252	osteochondrodysplasia
91252	glycoprotein metabolism disease
91252	disorder of glycosylation
91252	bone development disease
91252	integumentary system disorder
91252	Ehlers-Danlos syndrome, spondylodysplastic type
91252	primary bone dysplasia
91252	skeletal system disorder
91252	musculoskeletal system disorder
91252	skin disorder
91252	disease or disorder
91252	spondyloepiphyseal dysplasia
91252	syndromic disease
91252	genetic skin disease
91252	congenital disorder of glycosylation
91252	hereditary disorder of connective tissue
91252	disorder of protein O-glycosylation
91252	dermis disorder
91252	inborn errors of metabolism
91252	metabolic disease
91252	disorder of O-xylosylglycan synthesis
91252	Mendelian disease
91252	Ehlers-Danlos syndrome
91252	developmental anomaly of metabolic origin
91252	disorder of development or morphogenesis
91252	congenital disorder of glycosylation-related bone disorder
91252	bone disorder
91252	connective tissue disorder
57514	developmental defect during embryogenesis
57514	integumentary system disorder
57514	bone development disease
57514	musculoskeletal system disorder
57514	skeletal system disorder
57514	skin disorder
57514	dysostosis of genetic origin
57514	disease or disorder
57514	dysostosis
57514	congenital limb malformation
57514	genetic skin disease
57514	dermis disorder
57514	Mendelian disease
57514	disorder of development or morphogenesis
57514	bone disorder
57514	mixed dermis disorder
57477	syndromic intellectual disability
57477	mental disorder
57477	sex-linked disease
57477	developmental disorder of mental health
57477	disease or disorder
57477	syndromic disease
57477	X-linked syndromic intellectual disability
57477	brain disorder
57477	intellectual disability
57477	X-linked disease
57477	Mendelian disease
57477	psychiatric disorder
57477	central nervous system disorder
57477	nervous system disorder
57477	genetic nervous system disorder
57477	X-linked intellectual disability
54880	sex-linked disease
54880	syndromic microphthalmia
54880	congenital nervous system disorder
54880	genetic multiple congenital anomalies/dysmorphic syndrome
54880	X-linked syndromic intellectual disability
54880	eye disorder
54880	brain disorder
54880	X-linked disease
54880	multiple congenital anomalies/dysmorphic syndrome
54880	psychiatric disorder
54880	central nervous system disorder
54880	disorder of development or morphogenesis
54880	anophthalmia-microphthalmia syndrome
54880	nervous system disorder
54880	lens shape anomaly
54880	disorder of visual system
54880	genetic nervous system disorder
54880	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
54880	developmental defect during embryogenesis
54880	syndromic intellectual disability
54880	mental disorder
54880	developmental disorder of mental health
54880	major induction processes eye anomaly
54880	face disorder
54880	disease or disorder
54880	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
54880	syndromic disease
54880	developmental defect of the eye
54880	intellectual disability
54880	Mendelian disease
54880	microphthalmia
54880	disorder of orbital region
54880	head disorder
54880	X-linked intellectual disability
54880	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
54880	NA
54880	soft tissue neoplasm
54880	urinary system neoplasm
54880	kidney disorder
54880	kidney sarcoma
54880	malignant soft tissue neoplasm
54880	urinary system disorder
54880	malignant urinary system neoplasm
54880	connective and soft tissue neoplasm
54880	neoplastic disease or syndrome
54880	soft tissue sarcoma
54880	sarcoma
54880	clear cell sarcoma
54880	cancer or benign tumor
54880	cancer
54880	neoplasm
54880	kidney neoplasm
54880	kidney cancer
84146	myopia
84146	Mendelian disease
84146	face disorder
84146	disease or disorder
84146	disorder of orbital region
84146	refractive error
84146	eye disorder
84146	head disorder
84146	disorder of visual system
64116	developmental defect during embryogenesis
64116	syndromic intellectual disability
64116	glycoprotein metabolism disease
64116	mental disorder
64116	disorder of glycosylation
64116	disorder of protein N-glycosylation
64116	congenital nervous system disorder
64116	developmental disorder of mental health
64116	genetic multiple congenital anomalies/dysmorphic syndrome
64116	disease or disorder
64116	syndromic disease
64116	congenital disorder of glycosylation
64116	brain disorder
64116	intellectual disability
64116	inborn errors of metabolism
64116	multiple congenital anomalies/dysmorphic syndrome
64116	congenital disorder of glycosylation type II
64116	metabolic disease
64116	central nervous system malformation
64116	Mendelian disease
64116	psychiatric disorder
64116	central nervous system disorder
64116	developmental anomaly of metabolic origin
64116	disorder of development or morphogenesis
64116	nervous system disorder
64116	genetic nervous system disorder
64116	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
57592	musculoskeletal system disorder
57592	Mendelian disease
57592	bone remodeling disease
57592	skeletal system disorder
57592	disease or disorder
57592	bone Paget disease
57592	bone disorder
57592	hyperostosis
374969	Mendelian disease
374969	disease or disorder
374969	neurodevelopmental disorder
374969	nervous system disorder
374969	genetic nervous system disorder
57465	prelingual non-syndromic genetic hearing loss
57465	inherited auditory system disease
57465	nonsyndromic genetic hearing loss
57465	hearing loss disorder
57465	Mendelian disease
57465	postlingual non-syndromic genetic hearing loss
57465	hearing disorder
57465	disease or disorder
57465	autosomal genetic disease
57465	perceptual disorders
57465	auditory system disorder
57465	nervous system disorder
57465	autosomal recessive disease
57465	genetic nervous system disorder
57465	autosomal dominant disease
57465	epilepsy
57465	epilepsy syndrome
57465	central nervous system disorder
57465	brain disorder
57465	childhood-onset epilepsy syndrome
57465	developmental defect during embryogenesis
57465	neonatal/infantile epilepsy syndrome
57465	inborn disorder of energy metabolism
57465	neonatal period electroclinical syndrome
57465	movement disorder
57465	myoclonic epilepsy of infancy
57465	mitochondrial substrate carrier disorder
57465	monogenic epilepsy
57465	motor stereotypies
57465	inborn errors of metabolism
57465	metabolic disease
57465	early myoclonic encephalopathy
57465	electroclinical syndrome
57465	mitochondrial membrane transport disorder
57465	developmental anomaly of metabolic origin
57465	disorder of development or morphogenesis
57465	mitochondrial disease
57465	inborn mitochondrial metabolism disorder
57465	inherited lipid metabolism disorder
57465	developmental and epileptic encephalopathy
57465	disorder of glycosylation
57465	neonatal-onset developmental and epileptic encephalopathy
57465	congenital nervous system disorder
57465	congenital disorder of glycosylation
57465	complex neurodevelopmental disorder
57465	epilepsy, idiopathic generalized
57465	neonatal epilepsy syndrome
57465	disorder of GPI anchor biosynthesis
57465	neurodevelopmental disorder
57465	idiopathic disease
57465	infantile epilepsy syndrome
57465	epidermal appendage anomaly
57465	genetic epidermal appendage anomaly
57465	nail disorder
57465	ectodermal dysplasia syndrome
57465	integumentary system disorder
57465	genetic skin disease
57465	nail anomaly
57465	psychiatric disorder
57465	syndromic nail anomaly
57465	syndromic intellectual disability
57465	mental disorder
57465	genetic nail anomaly
57465	developmental disorder of mental health
57465	skin disorder
57465	syndromic disease
57465	skin appendage disorder
57465	deafness-onychodystrophy syndrome
57465	intellectual disability
57465	syndromic genetic hearing loss
80216	hereditary optic neuropathy
80216	disorder of visual system
80216	face disorder
80216	disease or disorder
80216	disorder of orbital region
80216	eye disorder
80216	head disorder
57222	developmental defect during embryogenesis
57222	Mendelian disease
57222	disease or disorder
57222	arthrogryposis syndrome
57222	congenital limb malformation
57222	disorder of development or morphogenesis
57222	arthrogryposis multiplex congenita
388552	integumentary system disorder
388552	inherited amino acid metabolic disorder
388552	inherited thrombocytopenia
388552	genetic skin disease
388552	eye disorder
388552	hypopigmentation of the skin
388552	syndromic constitutional thrombocytopenia
388552	inborn errors of metabolism
388552	blood platelet disease
388552	inborn disorder of amino acid and other organic acid metabolism
388552	skin pigmentation disorder
388552	disorder of lysosomal-related organelles
388552	hematologic disorder
388552	disorder of organic acid metabolism
388552	inherited organic acidemia
388552	Hermansky-Pudlak syndrome
388552	disorder of visual system
388552	oculocutaneous or ocular albinism
388552	thrombocytopenia
388552	albinism
388552	skin disorder
388552	inherited blood coagulation disorder
388552	disease or disorder
388552	face disorder
388552	syndromic disease
388552	amino acid metabolism disease
388552	metabolic disease
388552	disorder of melanin metabolism
388552	Mendelian disease
388552	blood coagulation disease
388552	dense granule disease
388552	disorder of orbital region
388552	head disorder
388552	syndromic oculocutaneous albinism
22873	male reproductive system disorder
22873	reproductive system disorder
22873	Mendelian disease
22873	genetic infertility
22873	disease or disorder
22873	disorder of genitourinary system
22873	infertility disorder
22873	spermatogenic failure
22873	male infertility
9860	developmental defect during embryogenesis
9860	kidney disorder
9860	Mendelian disease
9860	urinary system disorder
9860	disease or disorder
9860	autosomal genetic disease
9860	urogenital tract malformation
9860	syndromic renal or urinary tract malformation
9860	disorder of development or morphogenesis
9860	autosomal recessive disease
80816	developmental defect during embryogenesis
80816	syndromic intellectual disability
80816	mental disorder
80816	congenital nervous system disorder
80816	developmental disorder of mental health
80816	genetic multiple congenital anomalies/dysmorphic syndrome
80816	disease or disorder
80816	syndromic disease
80816	brain disorder
80816	intellectual disability
80816	multiple congenital anomalies/dysmorphic syndrome
80816	Mendelian disease
80816	psychiatric disorder
80816	central nervous system disorder
80816	disorder of development or morphogenesis
80816	nervous system disorder
80816	genetic nervous system disorder
80816	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
85465	inherited lipid metabolism disorder
85465	syndromic intellectual disability
85465	mental disorder
85465	developmental disorder of mental health
85465	disease or disorder
85465	syndromic dyslipidemia
85465	autosomal genetic disease
85465	syndromic disease
85465	complex hereditary spastic paraplegia
85465	brain disorder
85465	paraplegia
85465	disorder of phospholipids, sphingolipids and fatty acids biosynthesis
85465	neurodegenerative disease
85465	intellectual disability
85465	autosomal recessive complex spastic paraplegia
85465	inherited neurodegenerative disorder
85465	palsy
85465	inborn errors of metabolism
85465	metabolic disease
85465	hereditary spastic paraplegia
85465	Mendelian disease
85465	psychiatric disorder
85465	central nervous system disorder
85465	nervous system disorder
85465	autosomal recessive disease
85465	genetic nervous system disorder
112939	syndromic intellectual disability
112939	mental disorder
112939	syndromic cataract
112939	developmental disorder of mental health
112939	face disorder
112939	disease or disorder
112939	syndromic disease
112939	eye disorder
112939	brain disorder
112939	movement disorder
112939	cataract
112939	intellectual disability
112939	monogenic epilepsy
112939	motor stereotypies
112939	epilepsy
112939	lens disorder
112939	Mendelian disease
112939	psychiatric disorder
112939	central nervous system disorder
112939	disorder of orbital region
112939	neurodevelopmental disorder
112939	head disorder
112939	nervous system disorder
112939	disorder of visual system
112939	genetic nervous system disorder
57654	inborn errors of metabolism
57654	metabolic disease
57654	integumentary system disorder
57654	Mendelian disease
57654	skin disorder
57654	disease or disorder
57654	DNA repair disease
57654	autosomal genetic disease
57654	genetic skin disease
57654	autosomal recessive disease
57654	hereditary photodermatosis
25959	nephrotic syndrome
25959	kidney disorder
25959	Mendelian disease
25959	urinary system disorder
25959	disease or disorder
25959	nephrosis
25959	syndromic disease
25959	familial nephrotic syndrome
25959	epidermal appendage anomaly
25959	epidermal disease
25959	genetic epidermal appendage anomaly
25959	integumentary system disorder
25959	skin disorder
25959	focal palmoplantar keratoderma
25959	keratosis
25959	palmoplantar keratosis
25959	genetic skin disease
25959	disorder of pilosebaceous unit
25959	skin appendage disorder
25959	genetic hair anomaly
25959	disorder of development or morphogenesis
25959	syndromic hair shaft abnormality
25959	hereditary palmoplantar keratoderma
25959	hair anomaly
25959	keratinization disease
57724	integumentary system disorder
57724	congenital nervous system disorder
57724	genetic multiple congenital anomalies/dysmorphic syndrome
57724	primary immunodeficiency due to a defect in adaptive immunity
57724	autosomal genetic disease
57724	genetic skin disease
57724	eye disorder
57724	hypopigmentation of the skin
57724	multiple congenital anomalies/dysmorphic syndrome
57724	lens disorder
57724	skin pigmentation disorder
57724	immune deficiency disease
57724	disorder of development or morphogenesis
57724	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
57724	nervous system disorder
57724	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability
57724	disorder of visual system
57724	genetic nervous system disorder
57724	developmental defect during embryogenesis
57724	syndromic cataract
57724	immune system disorder
57724	face disorder
57724	skin disorder
57724	disease or disorder
57724	syndromic disease
57724	inborn errors of immunity
57724	Mendelian disease
57724	disorder of orbital region
57724	head disorder
57724	cataract
57724	autosomal recessive disease
80311	mental disorder
80311	sex-linked disease
80311	developmental disorder of mental health
80311	disease or disorder
80311	brain disorder
80311	non-syndromic intellectual disability
80311	intellectual disability
80311	X-linked disease
80311	Mendelian disease
80311	psychiatric disorder
80311	central nervous system disorder
80311	non-syndromic X-linked intellectual disability
80311	nervous system disorder
80311	genetic nervous system disorder
80311	X-linked intellectual disability
84225	male reproductive system disorder
84225	reproductive system disorder
84225	disease or disorder
84225	disorder of genitourinary system
84225	infertility disorder
84225	male infertility
221692	inherited lipid metabolism disorder
221692	developmental and epileptic encephalopathy
221692	disorder of glycosylation
221692	epilepsy syndrome
221692	congenital nervous system disorder
221692	disease or disorder
221692	congenital disorder of glycosylation
221692	complex neurodevelopmental disorder
221692	brain disorder
221692	neonatal/infantile epilepsy syndrome
221692	epilepsy, idiopathic generalized
221692	epilepsy
221692	inborn errors of metabolism
221692	metabolic disease
221692	disorder of GPI anchor biosynthesis
221692	Mendelian disease
221692	central nervous system disorder
221692	neurodevelopmental disorder
221692	nervous system disorder
221692	genetic nervous system disorder
221692	idiopathic disease
221692	syndromic intellectual disability
221692	mental disorder
221692	developmental disorder of mental health
221692	syndromic disease
221692	intellectual disability
221692	infancy electroclinical syndrome
221692	electroclinical syndrome
221692	psychiatric disorder
57709	retinal degeneration
57709	face disorder
57709	disease or disorder
57709	eye disorder
57709	vision disorder
57709	vitreous body disorder
57709	Mendelian disease
57709	disorder of orbital region
57709	perceptual disorders
57709	inherited retinal dystrophy
57709	retinal disorder
57709	head disorder
57709	nervous system disorder
57709	disorder of visual system
57709	inherited vitreous-retinal disease
57709	genetic nervous system disorder
57688	Mendelian disease
57688	disease or disorder
57688	neurodevelopmental disorder
57688	nervous system disorder
57688	genetic nervous system disorder
57688	developmental defect during embryogenesis
57688	bone development disease
57688	musculoskeletal system disorder
57688	skeletal system disorder
57688	acrofacial dysostosis
57688	dysostosis of genetic origin
57688	dysostosis
57688	congenital limb malformation
57688	disorder of development or morphogenesis
57688	bone disorder
57688	frontonasal dysplasia
79641	epidermal appendage anomaly
79641	genetic epidermal appendage anomaly
79641	integumentary system disorder
79641	ectodermal dysplasia syndrome
79641	Mendelian disease
79641	skin disorder
79641	disease or disorder
79641	syndromic disease
79641	genetic skin disease
79641	skin appendage disorder
124454	developmental defect during embryogenesis
124454	mitochondrial oxidative phosphorylation disorder
124454	disease or disorder
124454	inborn disorder of energy metabolism
124454	leukodystrophy
124454	neurodegenerative disease
124454	inherited neurodegenerative disorder
124454	combined oxidative phosphorylation deficiency
124454	inborn errors of metabolism
124454	metabolic disease
124454	Mendelian disease
124454	central nervous system disorder
124454	developmental anomaly of metabolic origin
124454	disorder of development or morphogenesis
124454	nervous system disorder
124454	mitochondrial disease
124454	genetic nervous system disorder
124454	inborn mitochondrial metabolism disorder
147372	congenital nervous system disorder
147372	primary lymphedema
147372	genetic multiple congenital anomalies/dysmorphic syndrome
147372	primary immunodeficiency due to a defect in adaptive immunity
147372	syndromic lymphedema
147372	brain disorder
147372	multiple congenital anomalies/dysmorphic syndrome
147372	immune deficiency disease
147372	psychiatric disorder
147372	central nervous system disorder
147372	neurovascular disorder
147372	disorder of development or morphogenesis
147372	nervous system disorder
147372	genetic nervous system disorder
147372	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
147372	developmental defect during embryogenesis
147372	syndromic intellectual disability
147372	mental disorder
147372	lymphatic malformation
147372	immune system disorder
147372	vascular disorder
147372	developmental disorder of mental health
147372	genetic vascular anomaly
147372	disease or disorder
147372	syndromic disease
147372	lymphatic system disorder
147372	simple vascular malformation
147372	intellectual disability
147372	inborn errors of immunity
147372	cardiovascular disorder
147372	Mendelian disease
147372	lymphoid system disorder
147372	vascular anomaly
147372	lymphedema
79628	peripheral nervous system disorder
79628	genetic peripheral neuropathy
79628	disease or disorder
79628	neuromuscular disease
79628	autosomal genetic disease
79628	autosomal recessive hereditary demyelinating motor and sensory neuropathy
79628	Charcot-Marie-Tooth disease
79628	demyelinating hereditary motor and sensory neuropathy
79628	peripheral neuropathy
79628	Mendelian disease
79628	Charcot-Marie-Tooth disease type 4
79628	nervous system disorder
79628	autosomal recessive disease
79628	genetic nervous system disorder
79628	hereditary motor and sensory neuropathy
124401	visceral heterotaxy
124401	congenital anomaly of cardiovascular system
124401	cardiovascular disorder
124401	Mendelian disease
124401	genetic cardiac anomaly
124401	heart position anomaly
124401	disease or disorder
124401	syndromic disease
124401	disorder of development or morphogenesis
124401	congenital heart malformation
89970	developmental defect during embryogenesis
89970	syndromic intellectual disability
89970	osteochondrodysplasia
89970	mental disorder
89970	bone development disease
89970	congenital nervous system disorder
89970	primary bone dysplasia
89970	skeletal system disorder
89970	developmental disorder of mental health
89970	genetic multiple congenital anomalies/dysmorphic syndrome
89970	musculoskeletal system disorder
89970	disease or disorder
89970	spondyloepiphyseal dysplasia
89970	syndromic disease
89970	brain disorder
89970	intellectual disability
89970	multiple congenital anomalies/dysmorphic syndrome
89970	Mendelian disease
89970	psychiatric disorder
89970	central nervous system disorder
89970	disorder of development or morphogenesis
89970	bone disorder
89970	nervous system disorder
89970	genetic nervous system disorder
89970	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
114803	myelodysplastic syndrome
114803	bone development disease
114803	skeletal system disorder
114803	genetic multiple congenital anomalies/dysmorphic syndrome
114803	primary immunodeficiency due to a defect in adaptive immunity
114803	dysostosis
114803	congenital limb malformation
114803	hereditary disorder of connective tissue
114803	neoplastic syndrome
114803	neoplastic disease or syndrome
114803	immuno-osseous dysplasia
114803	multiple congenital anomalies/dysmorphic syndrome
114803	immune deficiency disease
114803	hematologic disorder
114803	cancer or benign tumor
114803	disorder of development or morphogenesis
114803	neoplasm
114803	connective tissue disorder
114803	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
114803	developmental defect during embryogenesis
114803	immune system disorder
114803	connective tissue neoplasm
114803	musculoskeletal system disorder
114803	dysostosis of genetic origin
114803	disease or disorder
114803	syndromic disease
114803	hematopoietic and lymphoid system neoplasm
114803	hematopoietic and lymphoid cell neoplasm
114803	congenital hematological disorder
114803	bone neoplasm
114803	tumor of hematopoietic and lymphoid tissues
114803	myeloid hemopathy
114803	inborn errors of immunity
114803	refractory cytopenia with multilineage dysplasia
114803	Mendelian disease
114803	bone disorder
114803	refractory hematologic cancer
114803	bone marrow failure syndrome
114803	bone marrow disorder
26092	autosomal recessive limb-girdle muscular dystrophy
26092	musculoskeletal system disorder
26092	qualitative or quantitative defects of Torsin-1A-interacting protein 1
26092	disease or disorder
26092	progressive muscular dystrophy
26092	autosomal genetic disease
26092	neuromuscular disease
26092	muscular disorder
26092	muscle tissue disorder
26092	limb-girdle muscular dystrophy
26092	muscular dystrophy
26092	skeletal muscle disorder
26092	myopathy
26092	Mendelian disease
26092	nervous system disorder
26092	qualitative or quantitative protein defects in neuromuscular diseases
26092	autosomal recessive disease
26092	genetic nervous system disorder
84662	renal tubule disorder
84662	kidney disorder
84662	Mendelian disease
84662	urinary system disorder
84662	disease or disorder
84662	autosomal genetic disease
84662	nephronophthisis
84662	autosomal recessive disease
84662	inherited renal tubular disease
84662	nephropathy-associated ciliopathy
84662	ciliopathy
84662	syndromic disease
340533	syndromic intellectual disability
340533	mental disorder
340533	sex-linked disease
340533	developmental disorder of mental health
340533	disease or disorder
340533	syndromic disease
340533	X-linked syndromic intellectual disability
340533	brain disorder
340533	intellectual disability
340533	X-linked disease
340533	Mendelian disease
340533	psychiatric disorder
340533	central nervous system disorder
340533	nervous system disorder
340533	genetic nervous system disorder
340533	X-linked intellectual disability
57498	developmental defect during embryogenesis
57498	overnutrition
57498	autosomal dominant complex spastic paraplegia
57498	disease or disorder
57498	autosomal genetic disease
57498	syndromic disease
57498	complex hereditary spastic paraplegia
57498	inherited obesity
57498	overgrowth/obesity syndrome
57498	paraplegia
57498	neurodegenerative disease
57498	inherited neurodegenerative disorder
57498	endocrine system disorder
57498	palsy
57498	autosomal dominant disease
57498	hereditary spastic paraplegia
57498	Mendelian disease
57498	nutritional disorder
57498	central nervous system disorder
57498	obesity disorder
57498	disorder of development or morphogenesis
57498	nervous system disorder
57498	syndromic genetic obesity
57498	genetic nervous system disorder
494513	prelingual non-syndromic genetic hearing loss
494513	inherited auditory system disease
494513	nonsyndromic genetic hearing loss
494513	hearing loss disorder
494513	Mendelian disease
494513	postlingual non-syndromic genetic hearing loss
494513	hearing disorder
494513	disease or disorder
494513	autosomal genetic disease
494513	perceptual disorders
494513	auditory system disorder
494513	nervous system disorder
494513	autosomal recessive disease
494513	genetic nervous system disorder
197258	inborn errors of metabolism
197258	metabolic disease
197258	disorder of glycosylation
197258	Mendelian disease
197258	disease or disorder
197258	congenital disorder of glycosylation
197258	congenital disorder of glycosylation with defective fucosylation
27089	mitochondrial complex deficiency
27089	developmental defect during embryogenesis
27089	inborn errors of metabolism
27089	metabolic disease
27089	mitochondrial oxidative phosphorylation disorder
27089	Mendelian disease
27089	disease or disorder
27089	developmental anomaly of metabolic origin
27089	disorder of development or morphogenesis
27089	inborn disorder of energy metabolism
27089	isolated oxidative phosphorylation complex disorder
27089	mitochondrial disease
27089	inborn mitochondrial metabolism disorder
27089	mitochondrial complex III deficiency, nuclear type
23005	renal tubule disorder
23005	kidney disorder
