experiment	run	sex	age_group	fold
GSE29265	GSM723361	female	young_adult	4
GSE29265	GSM723362	female	young_adult	4
GSE29265	GSM723365	female	adolescent	4
GSE29265	GSM723366	female	adolescent	4
GSE29265	GSM723367	female	young_adult	4
GSE29265	GSM723368	female	young_adult	4
GSE29883	GSM740080	female	middle_adult	4
GSE29883	GSM740082	female	adult	4
GSE30195	GSM747425	female	adult	4
GSE30195	GSM747426	female	older_adult	4
GSE30195	GSM747429	female	young_adult	4
GSE30195	GSM747432	female	older_adult	4
GSE30195	GSM747433	female	adolescent	4
GSE31773	GSM788299	female	young_adult	4
GSE31773	GSM788301	female	young_adult	4
GSE31773	GSM788302	female	young_adult	4
GSE31773	GSM788304	female	young_adult	4
GSE31773	GSM788305	female	young_adult	4
GSE31773	GSM788308	female	young_adult	4
GSE31773	GSM788309	female	young_adult	4
GSE31773	GSM788311	female	middle_adult	4
GSE31773	GSM788312	female	young_adult	4
GSE31773	GSM788314	female	middle_adult	4
GSE31773	GSM788315	female	middle_adult	4
GSE31773	GSM788316	female	middle_adult	4
GSE31773	GSM788317	female	adult	4
GSE31773	GSM788318	female	adult	4
GSE31773	GSM788319	female	young_adult	4
GSE31773	GSM788321	female	young_adult	4
GSE31773	GSM788322	female	young_adult	4
GSE31773	GSM788323	female	middle_adult	4
GSE31773	GSM788324	female	young_adult	4
GSE31773	GSM788325	female	young_adult	4
GSE31773	GSM788326	female	middle_adult	4
GSE31773	GSM788327	female	middle_adult	4
GSE31773	GSM788329	female	adult	4
GSE31773	GSM788330	female	adult	4
GSE31773	GSM788332	female	young_adult	4
GSE31773	GSM788333	female	young_adult	4
GSE31773	GSM788336	female	young_adult	4
GSE31773	GSM788337	female	young_adult	4
GSE32474	GSM803616	female	adult	4
GSE32474	GSM803620	female	middle_adult	4
GSE32474	GSM803675	female	adult	4
GSE32474	GSM803679	female	middle_adult	4
GSE32474	GSM803734	female	adult	4
GSE32474	GSM803738	female	middle_adult	4
GSE32962	GSM816393	female	infant	3
GSE32962	GSM816396	female	infant	3
GSE32962	GSM816398	female	infant	3
GSE32962	GSM816399	female	infant	3
GSE32962	GSM816401	female	infant	3
GSE32962	GSM816402	female	infant	3
GSE32962	GSM816403	female	infant	3
GSE32962	GSM816405	female	infant	3
GSE32962	GSM816407	female	infant	3
GSE32962	GSM816408	female	infant	3
GSE32962	GSM816410	female	infant	3
GSE32962	GSM816411	female	infant	3
GSE32962	GSM816412	female	infant	3
GSE32962	GSM816413	female	infant	3
GSE32962	GSM816415	female	infant	3
GSE32962	GSM816417	female	infant	3
GSE32962	GSM816418	female	infant	3
GSE32962	GSM816419	female	infant	3
GSE32962	GSM816421	female	infant	3
GSE32962	GSM816423	female	infant	3
GSE32962	GSM816425	female	infant	3
GSE32962	GSM816426	female	infant	3
GSE32962	GSM816429	female	infant	3
GSE32962	GSM816432	female	infant	3
GSE32962	GSM816433	female	infant	3
GSE32962	GSM816434	female	infant	3
GSE33371	GSM825431	female	middle_adult	4
GSE33846	GSM837748	female	older_adult	4
GSE33846	GSM837749	female	young_adult	4
GSE34407	GSM848719	female	young_adult	4
GSE34407	GSM848720	female	young_adult	4
GSE35571	GSM870902	female	child	3
GSE35571	GSM870905	female	child	3
GSE35571	GSM870906	female	child	3
GSE35571	GSM870910	female	adolescent	3
GSE35571	GSM870914	female	adolescent	3
GSE35571	GSM870920	female	child	3
GSE35571	GSM870923	female	child	3
GSE35571	GSM870924	female	child	3
GSE35571	GSM870925	female	child	3
GSE35571	GSM870927	female	adolescent	3
GSE35571	GSM870928	female	adolescent	3
GSE35571	GSM870929	female	adolescent	3
GSE35571	GSM870931	female	child	3
GSE35571	GSM870933	female	adolescent	3
GSE35571	GSM870938	female	adolescent	3
GSE35571	GSM870940	female	child	3
GSE35571	GSM870941	female	child	3
GSE35571	GSM870950	female	child	3
GSE35571	GSM870952	female	adolescent	3
GSE35571	GSM870953	female	adolescent	3
GSE35571	GSM870956	female	child	3
GSE35571	GSM870962	female	child	3
GSE35571	GSM870965	female	child	3
GSE35571	GSM870974	female	child	3
GSE35571	GSM870978	female	adolescent	3
GSE35571	GSM870979	female	child	3
GSE35571	GSM870980	female	child	3
GSE35571	GSM870982	female	child	3
GSE35571	GSM870984	female	adolescent	3
GSE35571	GSM870988	female	child	3
GSE35571	GSM870989	female	child	3
GSE35571	GSM870992	female	child	3
GSE35571	GSM870993	female	adolescent	3
GSE35571	GSM870996	female	child	3
GSE35571	GSM870997	female	adolescent	3
GSE35571	GSM871000	female	child	3
GSE35571	GSM871003	female	adolescent	3
GSE35571	GSM871004	female	adolescent	3
GSE35571	GSM871005	female	adolescent	3
GSE35571	GSM871007	female	child	3
GSE35571	GSM871008	female	adolescent	3
GSE35571	GSM871010	female	adolescent	3
GSE35571	GSM871015	female	adolescent	3
GSE35571	GSM871017	female	child	3
GSE35571	GSM871018	female	child	3
GSE35571	GSM871019	female	child	3
GSE35571	GSM871020	female	child	3
GSE35571	GSM871022	female	child	3
GSE35571	GSM871028	female	adolescent	3
GSE35571	GSM871031	female	child	3
GSE35935	GSM877695	female	older_adult	3
GSE35935	GSM877697	female	older_adult	3
GSE35935	GSM877700	female	old_adult	3
GSE35935	GSM877707	female	older_adult	3
GSE35935	GSM877708	female	old_adult	3
GSE35935	GSM877711	female	old_adult	3
GSE35935	GSM877715	female	old_adult	3
GSE35935	GSM877723	female	old_adult	3
GSE35935	GSM877724	female	older_adult	3
GSE35935	GSM877726	female	old_adult	3
GSE35935	GSM877727	female	older_adult	3
GSE35935	GSM877732	female	older_adult	3
GSE35935	GSM877736	female	older_adult	3
GSE35935	GSM877742	female	older_adult	3
GSE35935	GSM877743	female	old_adult	3
GSE35935	GSM877744	female	old_adult	3
GSE35935	GSM877750	female	old_adult	3
GSE36809	GSM901397	female	adolescent	2
GSE36809	GSM901398	female	adolescent	2
GSE36809	GSM901399	female	adolescent	2
GSE36809	GSM901400	female	adolescent	2
GSE36809	GSM901406	female	adult	2
GSE36809	GSM901407	female	adult	2
GSE36809	GSM901408	female	adult	2
GSE36809	GSM901409	female	adult	2
GSE36809	GSM901410	female	adult	2
GSE36809	GSM901411	female	adult	2
GSE36809	GSM901439	female	young_adult	2
GSE36809	GSM901440	female	young_adult	2
GSE36809	GSM901441	female	young_adult	2
GSE36809	GSM901442	female	young_adult	2
GSE36809	GSM901443	female	young_adult	2
GSE36809	GSM901444	female	young_adult	2
GSE36809	GSM901445	female	young_adult	2
GSE36809	GSM901453	female	young_adult	2
GSE36809	GSM901454	female	young_adult	2
GSE36809	GSM901461	female	adult	2
GSE36809	GSM901462	female	adult	2
GSE36809	GSM901463	female	adult	2
GSE36809	GSM901464	female	adult	2
GSE36809	GSM901488	female	adult	2
GSE36809	GSM901489	female	adult	2
GSE36809	GSM901490	female	adult	2
GSE36809	GSM901491	female	adult	2
GSE36809	GSM901492	female	adult	2
GSE36809	GSM901493	female	adult	2
GSE36809	GSM901494	female	adult	2
GSE36809	GSM901495	female	middle_adult	2
GSE36809	GSM901496	female	middle_adult	2
GSE36809	GSM901497	female	middle_adult	2
GSE36809	GSM901506	female	adolescent	2
GSE36809	GSM901507	female	adolescent	2
GSE36809	GSM901508	female	adolescent	2
GSE36809	GSM901509	female	adolescent	2
GSE36809	GSM901517	female	middle_adult	2
GSE36809	GSM901518	female	middle_adult	2
GSE36809	GSM901519	female	middle_adult	2
GSE36809	GSM901520	female	middle_adult	2
GSE36809	GSM901521	female	middle_adult	2
GSE36809	GSM901528	female	adolescent	2
GSE36809	GSM901529	female	adolescent	2
GSE36809	GSM901530	female	adolescent	2
GSE36809	GSM901531	female	adolescent	2
GSE36809	GSM901532	female	adolescent	2
GSE36809	GSM901533	female	adolescent	2
GSE36809	GSM901534	female	adolescent	2
GSE36809	GSM901535	female	young_adult	2
GSE36809	GSM901536	female	young_adult	2
GSE36809	GSM901563	female	middle_adult	2
GSE36809	GSM901564	female	middle_adult	2
GSE36809	GSM901565	female	middle_adult	2
GSE36809	GSM901566	female	middle_adult	2
GSE36809	GSM901567	female	young_adult	2
GSE36809	GSM901568	female	young_adult	2
GSE36809	GSM901569	female	young_adult	2
GSE36809	GSM901570	female	young_adult	2
GSE36809	GSM901571	female	young_adult	2
GSE36809	GSM901590	female	young_adult	2
GSE36809	GSM901591	female	young_adult	2
GSE36809	GSM901592	female	young_adult	2
GSE36809	GSM901593	female	young_adult	2
GSE36809	GSM901596	female	young_adult	2
GSE36809	GSM901597	female	young_adult	2
GSE36809	GSM901598	female	young_adult	2
GSE36809	GSM901599	female	young_adult	2
GSE36809	GSM901600	female	young_adult	2
GSE36809	GSM901601	female	young_adult	2
GSE36809	GSM901607	female	adolescent	2
GSE36809	GSM901608	female	adolescent	2
GSE36809	GSM901609	female	adolescent	2
GSE36809	GSM901610	female	adult	2
GSE36809	GSM901611	female	adult	2
GSE36809	GSM901612	female	adult	2
GSE36809	GSM901613	female	adult	2
GSE36809	GSM901614	female	adult	2
GSE36809	GSM901615	female	adult	2
GSE36809	GSM901620	female	middle_adult	2
GSE36809	GSM901621	female	middle_adult	2
GSE36809	GSM901622	female	middle_adult	2
GSE36809	GSM901625	female	adult	2
GSE36809	GSM901626	female	adult	2
GSE36809	GSM901628	female	adult	2
GSE36809	GSM901629	female	adult	2
GSE36809	GSM901646	female	adult	2
GSE36809	GSM901647	female	adult	2
GSE36809	GSM901648	female	adult	2
GSE36809	GSM901649	female	adult	2
GSE36809	GSM901650	female	adult	2
GSE36809	GSM901651	female	adult	2
GSE36809	GSM901671	female	adult	2
GSE36809	GSM901672	female	adult	2
GSE36809	GSM901673	female	adult	2
GSE36809	GSM901674	female	adult	2
GSE36809	GSM901675	female	adult	2
GSE36809	GSM901676	female	adolescent	2
GSE36809	GSM901677	female	adolescent	2
GSE36809	GSM901682	female	young_adult	2
GSE36809	GSM901704	female	adult	2
GSE36809	GSM901705	female	adult	2
GSE36809	GSM901706	female	adult	2
GSE36809	GSM901707	female	adult	2
GSE36809	GSM901708	female	adult	2
GSE36809	GSM901709	female	adult	2
GSE36809	GSM901710	female	adult	2
GSE36809	GSM901715	female	young_adult	2
GSE36809	GSM901716	female	young_adult	2
GSE36809	GSM901735	female	young_adult	2
GSE36809	GSM901736	female	young_adult	2
GSE36809	GSM901737	female	young_adult	2
GSE36809	GSM901738	female	young_adult	2
GSE36809	GSM901739	female	young_adult	2
GSE36809	GSM901740	female	young_adult	2
GSE36809	GSM901741	female	young_adult	2
GSE36809	GSM901779	female	young_adult	2
GSE36809	GSM901780	female	young_adult	2
GSE36809	GSM901781	female	young_adult	2
GSE36809	GSM901782	female	young_adult	2
GSE36809	GSM901783	female	middle_adult	2
GSE36809	GSM901784	female	middle_adult	2
GSE36809	GSM901785	female	middle_adult	2
GSE36809	GSM901786	female	middle_adult	2
GSE36809	GSM901787	female	young_adult	2
GSE36809	GSM901788	female	young_adult	2
GSE36809	GSM901789	female	young_adult	2
GSE36809	GSM901790	female	young_adult	2
GSE36809	GSM901795	female	young_adult	2
GSE36809	GSM901796	female	young_adult	2
GSE36809	GSM901797	female	young_adult	2
GSE36809	GSM901798	female	young_adult	2
GSE36809	GSM901799	female	young_adult	2
GSE36809	GSM901802	female	adolescent	2
GSE36809	GSM901811	female	adult	2
GSE36809	GSM901812	female	adult	2
GSE36809	GSM901813	female	adult	2
GSE36809	GSM901814	female	adult	2
GSE36809	GSM901815	female	adult	2
GSE36809	GSM901822	female	young_adult	2
GSE36809	GSM901823	female	young_adult	2
GSE36809	GSM901824	female	young_adult	2
GSE36809	GSM901825	female	young_adult	2
GSE36809	GSM901826	female	young_adult	2
GSE36809	GSM901828	female	adult	2
GSE36809	GSM901829	female	adult	2
GSE36809	GSM901830	female	young_adult	2
GSE36809	GSM901831	female	young_adult	2
GSE36809	GSM901832	female	young_adult	2
GSE36809	GSM901833	female	young_adult	2
GSE36809	GSM901861	female	young_adult	2
GSE36809	GSM901862	female	young_adult	2
GSE36809	GSM901863	female	young_adult	2
GSE36809	GSM901864	female	young_adult	2
GSE36809	GSM901865	female	adult	2
GSE36809	GSM901866	female	adult	2
GSE36809	GSM901867	female	adult	2
GSE36809	GSM901868	female	adult	2
GSE36809	GSM901869	female	middle_adult	2
GSE36809	GSM901870	female	middle_adult	2
GSE36809	GSM901871	female	middle_adult	2
GSE36809	GSM901872	female	middle_adult	2
GSE36809	GSM901873	female	middle_adult	2
GSE36809	GSM901874	female	middle_adult	2
GSE36809	GSM901875	female	young_adult	2
GSE36809	GSM901876	female	young_adult	2
GSE36809	GSM901886	female	adolescent	2
GSE36809	GSM901887	female	adolescent	2
GSE36809	GSM901888	female	adolescent	2
GSE36809	GSM901889	female	adolescent	2
GSE36809	GSM901890	female	adolescent	2
GSE36809	GSM901891	female	adolescent	2
GSE36809	GSM901892	female	adolescent	2
GSE36809	GSM901893	female	young_adult	2
GSE36809	GSM901894	female	young_adult	2
GSE36809	GSM901895	female	young_adult	2
GSE36809	GSM901896	female	young_adult	2
GSE36809	GSM901922	female	middle_adult	2
GSE36809	GSM901923	female	middle_adult	2
GSE36809	GSM901924	female	middle_adult	2
GSE36809	GSM901925	female	middle_adult	2
GSE36809	GSM901926	female	middle_adult	2
GSE36809	GSM901927	female	middle_adult	2
GSE36809	GSM901928	female	adult	2
GSE36809	GSM901929	female	adult	2
GSE36809	GSM901930	female	adult	2
GSE36809	GSM901945	female	young_adult	2
GSE36809	GSM901946	female	young_adult	2
GSE36809	GSM901947	female	young_adult	2
GSE36809	GSM901948	female	young_adult	2
GSE36809	GSM901949	female	young_adult	2
GSE36809	GSM901950	female	young_adult	2
GSE36809	GSM901951	female	young_adult	2
GSE36809	GSM901968	female	adult	2
GSE36809	GSM901969	female	adult	2
GSE36809	GSM901970	female	adult	2
GSE36809	GSM901971	female	adult	2
GSE36809	GSM901975	female	middle_adult	2
GSE36809	GSM901976	female	middle_adult	2
GSE36809	GSM901977	female	middle_adult	2
GSE36809	GSM901978	female	middle_adult	2
GSE36809	GSM901979	female	middle_adult	2
GSE36809	GSM901980	female	middle_adult	2
GSE36809	GSM901981	female	middle_adult	2
GSE36809	GSM901982	female	middle_adult	2
GSE36809	GSM901983	female	young_adult	2
GSE36809	GSM901984	female	young_adult	2
GSE36809	GSM901985	female	young_adult	2
GSE36809	GSM901986	female	young_adult	2
GSE36809	GSM901987	female	young_adult	2
GSE36809	GSM901988	female	young_adult	2
GSE36809	GSM902003	female	middle_adult	2
GSE36809	GSM902004	female	middle_adult	2
GSE36809	GSM902005	female	middle_adult	2
GSE36809	GSM902006	female	middle_adult	2
GSE36809	GSM902007	female	middle_adult	2
GSE36809	GSM902008	female	middle_adult	2
GSE36809	GSM902009	female	middle_adult	2
GSE36809	GSM902015	female	young_adult	2
GSE36809	GSM902016	female	young_adult	2
GSE36809	GSM902017	female	young_adult	2
GSE36809	GSM902018	female	young_adult	2
GSE36809	GSM902019	female	young_adult	2
GSE36809	GSM902020	female	young_adult	2
GSE36809	GSM902021	female	young_adult	2
GSE36809	GSM902022	female	young_adult	2
GSE36809	GSM902023	female	young_adult	2
GSE36809	GSM902031	female	adolescent	2
GSE36809	GSM902032	female	adolescent	2
GSE36809	GSM902033	female	adolescent	2
GSE36809	GSM902034	female	adolescent	2
GSE36809	GSM902035	female	adolescent	2
GSE36809	GSM902036	female	adolescent	2
GSE36809	GSM902061	female	young_adult	2
GSE36809	GSM902079	female	young_adult	2
GSE36809	GSM902080	female	young_adult	2
GSE36809	GSM902081	female	young_adult	2
GSE36809	GSM902082	female	young_adult	2
GSE36809	GSM902083	female	young_adult	2
GSE36809	GSM902084	female	young_adult	2
GSE36809	GSM902085	female	young_adult	2
GSE36809	GSM902086	female	young_adult	2
GSE36809	GSM902091	female	adolescent	2
GSE36809	GSM902092	female	adolescent	2
GSE36809	GSM902093	female	adolescent	2
GSE36809	GSM902094	female	young_adult	2
GSE36809	GSM902095	female	young_adult	2
GSE36809	GSM902096	female	young_adult	2
GSE36809	GSM902115	female	young_adult	2
GSE36809	GSM902116	female	young_adult	2
GSE36809	GSM902117	female	young_adult	2
GSE36809	GSM902118	female	young_adult	2
GSE36809	GSM902119	female	young_adult	2
GSE36809	GSM902120	female	young_adult	2
GSE36809	GSM902121	female	young_adult	2
GSE36809	GSM902122	female	young_adult	2
GSE36809	GSM902123	female	young_adult	2
GSE36809	GSM902124	female	young_adult	2
GSE36809	GSM902125	female	young_adult	2
GSE36809	GSM902134	female	young_adult	2
GSE36809	GSM902135	female	young_adult	2
GSE36809	GSM902136	female	young_adult	2
GSE36809	GSM902137	female	young_adult	2
GSE36809	GSM902138	female	young_adult	2
GSE36809	GSM902139	female	young_adult	2
GSE36809	GSM902148	female	young_adult	2
GSE36809	GSM902149	female	young_adult	2
GSE36809	GSM902150	female	young_adult	2
GSE36809	GSM902162	female	middle_adult	2
GSE36809	GSM902163	female	middle_adult	2
GSE36809	GSM902164	female	middle_adult	2
GSE36809	GSM902165	female	middle_adult	2
GSE36809	GSM902166	female	adult	2
GSE36809	GSM902167	female	adult	2
GSE36809	GSM902168	female	adult	2
GSE36809	GSM902169	female	adult	2
GSE36842	GSM902803	female	young_adult	4
GSE36842	GSM902804	female	young_adult	4
GSE36842	GSM902805	female	young_adult	4
GSE36842	GSM902806	female	adult	4
GSE36842	GSM902807	female	adult	4
GSE36842	GSM902808	female	adult	4
GSE36842	GSM902809	female	middle_adult	4
GSE36842	GSM902810	female	middle_adult	4
GSE36842	GSM902811	female	middle_adult	4
GSE36842	GSM902815	female	young_adult	4
GSE36842	GSM902816	female	young_adult	4
GSE36842	GSM902817	female	young_adult	4
GSE36842	GSM902818	female	young_adult	4
GSE36842	GSM902820	female	young_adult	4
GSE36842	GSM902821	female	adult	4
GSE36842	GSM902822	female	adult	4
GSE36842	GSM902823	female	adult	4
GSE37069	GSM909644	female	young_adult	1
GSE37069	GSM909646	female	young_adult	1
GSE37069	GSM909648	female	adolescent	1
GSE37069	GSM909651	female	young_adult	1
GSE37069	GSM909653	female	young_adult	1
GSE37069	GSM909655	female	young_adult	1
GSE37069	GSM909661	female	young_adult	1
GSE37069	GSM909664	female	young_adult	1
GSE37069	GSM909665	female	adult	1
GSE37069	GSM909667	female	young_adult	1
GSE37069	GSM909668	female	adult	1
GSE37069	GSM909673	female	young_adult	1
GSE37069	GSM909676	female	adult	1
GSE37069	GSM909677	female	adolescent	1
GSE37069	GSM909678	female	middle_adult	1
GSE37069	GSM909684	female	young_child	1
GSE37069	GSM909685	female	young_child	1
GSE37069	GSM909687	female	young_child	1
GSE37069	GSM909690	female	adult	1
GSE37069	GSM909697	female	adult	1
GSE37069	GSM909699	female	young_child	1
GSE37069	GSM909715	female	young_child	1
GSE37069	GSM909719	female	adolescent	1
GSE37069	GSM909720	female	adolescent	1
GSE37069	GSM909721	female	adolescent	1
GSE37069	GSM909732	female	child	1
GSE37069	GSM909733	female	child	1
GSE37069	GSM909734	female	child	1
GSE37069	GSM909735	female	child	1
GSE37069	GSM909740	female	young_child	1
GSE37069	GSM909741	female	young_child	1
GSE37069	GSM909742	female	young_child	1
GSE37069	GSM909743	female	young_child	1
GSE37069	GSM909744	female	young_child	1
GSE37069	GSM909745	female	adult	1
GSE37069	GSM909746	female	adult	1
GSE37069	GSM909747	female	adult	1
GSE37069	GSM909748	female	adult	1
GSE37069	GSM909765	female	elderly	1
GSE37069	GSM909767	female	elderly	1
GSE37069	GSM909776	female	infant	1
GSE37069	GSM909777	female	infant	1
GSE37069	GSM909785	female	infant	1
GSE37069	GSM909786	female	adult	1
GSE37069	GSM909787	female	adult	1
GSE37069	GSM909788	female	adult	1
GSE37069	GSM909789	female	adult	1
GSE37069	GSM909794	female	adolescent	1
GSE37069	GSM909796	female	middle_adult	1
GSE37069	GSM909797	female	middle_adult	1
GSE37069	GSM909799	female	middle_adult	1
GSE37069	GSM909805	female	young_adult	1
GSE37069	GSM909811	female	young_child	1
GSE37069	GSM909814	female	young_adult	1
GSE37069	GSM909831	female	young_adult	1
GSE37069	GSM909832	female	young_adult	1
GSE37069	GSM909833	female	young_adult	1
GSE37069	GSM909862	female	young_adult	1
GSE37069	GSM909863	female	young_adult	1
GSE37069	GSM909864	female	young_adult	1
GSE37069	GSM909866	female	young_adult	1
GSE37069	GSM909867	female	middle_adult	1
GSE37069	GSM909868	female	middle_adult	1
GSE37069	GSM909872	female	older_adult	1
GSE37069	GSM909875	female	child	1
GSE37069	GSM909876	female	child	1
GSE37069	GSM909877	female	child	1
GSE37069	GSM909878	female	child	1
GSE37069	GSM909885	female	young_child	1
GSE37069	GSM909896	female	young_adult	1
GSE37069	GSM909897	female	young_adult	1
GSE37069	GSM909898	female	young_adult	1
GSE37069	GSM909899	female	young_adult	1
GSE37069	GSM909900	female	young_adult	1
GSE37069	GSM909901	female	young_adult	1
GSE37069	GSM909905	female	middle_adult	1
GSE37069	GSM909906	female	middle_adult	1
GSE37069	GSM909908	female	young_adult	1
GSE37069	GSM909909	female	young_adult	1
GSE37069	GSM909910	female	young_adult	1
GSE37069	GSM909911	female	young_adult	1
GSE37069	GSM909920	female	adolescent	1
GSE37069	GSM909938	female	young_child	1
GSE37069	GSM909939	female	young_child	1
GSE37069	GSM909940	female	young_child	1
GSE37069	GSM909945	female	adolescent	1
GSE37069	GSM909949	female	adolescent	1
GSE37069	GSM909955	female	young_child	1
GSE37069	GSM909966	female	young_adult	1
GSE37069	GSM909967	female	young_adult	1
GSE37069	GSM909968	female	young_adult	1
GSE37069	GSM909979	female	adult	1
GSE37069	GSM909980	female	adult	1
GSE37069	GSM909983	female	infant	1
GSE37069	GSM909987	female	adult	1
GSE37069	GSM909988	female	adult	1
GSE37069	GSM909993	female	young_child	1
GSE37069	GSM909994	female	young_child	1
GSE37069	GSM909995	female	young_child	1
GSE37069	GSM910004	female	child	1
GSE37069	GSM910005	female	old_adult	1
GSE37069	GSM910019	female	adult	1
GSE37069	GSM910026	female	middle_adult	1
GSE37069	GSM910027	female	middle_adult	1
GSE37069	GSM910028	female	middle_adult	1
GSE37069	GSM910029	female	middle_adult	1
GSE37069	GSM910030	female	middle_adult	1
GSE37069	GSM910039	female	infant	1
GSE37069	GSM910040	female	infant	1
GSE37069	GSM910041	female	infant	1
GSE37069	GSM910043	female	adolescent	1
GSE37069	GSM910044	female	adolescent	1
GSE37069	GSM910045	female	adolescent	1
GSE37069	GSM910049	female	infant	1
GSE37069	GSM910050	female	infant	1
GSE37069	GSM910051	female	infant	1
GSE37069	GSM910052	female	infant	1
GSE37069	GSM910067	female	older_adult	1
GSE37069	GSM910068	female	older_adult	1
GSE37069	GSM910069	female	older_adult	1
GSE37069	GSM910070	female	older_adult	1
GSE37069	GSM910071	female	adolescent	1
GSE38816	GSM949693	female	adult	4
GSE38816	GSM949694	female	adult	4
GSE38816	GSM949722	female	adult	4
GSE38816	GSM950253	female	adult	4
GSE38816	GSM950254	female	adult	4
GSE38816	GSM950259	female	adult	4
GSE38816	GSM950260	female	adult	4
GSE38816	GSM950261	female	adult	4
GSE39088	GSM955681	female	young_adult	3
GSE39088	GSM955682	female	adult	3
GSE39088	GSM955683	female	adult	3
GSE39088	GSM955684	female	young_adult	3
GSE39088	GSM955685	female	adult	3
GSE39088	GSM955686	female	young_adult	3
GSE39088	GSM955687	female	adolescent	3
GSE39088	GSM955688	female	adult	3
GSE39088	GSM955689	female	young_adult	3
GSE39088	GSM955690	female	adult	3
GSE39088	GSM955691	female	adult	3
GSE39088	GSM955693	female	adolescent	3
GSE39088	GSM955695	female	adult	3
GSE39088	GSM955696	female	young_adult	3
GSE39088	GSM955697	female	middle_adult	3
GSE39088	GSM955699	female	adult	3
GSE39088	GSM955700	female	adult	3
GSE39088	GSM955701	female	young_adult	3
GSE39088	GSM955702	female	adult	3
GSE39088	GSM955703	female	young_adult	3
GSE39088	GSM955704	female	adult	3
GSE39088	GSM955706	female	young_adult	3
GSE39088	GSM955707	female	young_adult	3
GSE39088	GSM955708	female	young_adult	3
GSE39088	GSM955709	female	young_adult	3
GSE39088	GSM955711	female	middle_adult	3
GSE39088	GSM955712	female	young_adult	3
GSE39088	GSM955715	female	middle_adult	3
GSE39088	GSM955716	female	young_adult	3
GSE39088	GSM955717	female	young_adult	3
GSE39088	GSM955718	female	adult	3
GSE39088	GSM955719	female	young_adult	3
GSE39088	GSM955722	female	young_adult	3
GSE39088	GSM955723	female	young_adult	3
GSE39088	GSM955724	female	adult	3
GSE39088	GSM955726	female	young_adult	3
GSE39088	GSM955727	female	young_adult	3
GSE39088	GSM955728	female	young_adult	3
GSE39088	GSM955729	female	young_adult	3
GSE39088	GSM955734	female	young_adult	3
GSE39088	GSM955735	female	young_adult	3
GSE39088	GSM955736	female	middle_adult	3
GSE39088	GSM955737	female	middle_adult	3
GSE39088	GSM955738	female	adult	3
GSE39088	GSM955739	female	adult	3
GSE39088	GSM955740	female	young_adult	3
GSE39088	GSM955741	female	young_adult	3
GSE39088	GSM955742	female	young_adult	3
GSE39088	GSM955743	female	young_adult	3
GSE39088	GSM955744	female	adult	3
GSE39088	GSM955745	female	adult	3
GSE39088	GSM955746	female	adult	3
GSE39088	GSM955747	female	adolescent	3
GSE39088	GSM955748	female	adolescent	3
GSE39088	GSM955749	female	adolescent	3
GSE39088	GSM955750	female	middle_adult	3
GSE39088	GSM955751	female	middle_adult	3
GSE39088	GSM955752	female	middle_adult	3
GSE39088	GSM955753	female	adult	3
GSE39088	GSM955754	female	adult	3
GSE39088	GSM955755	female	adult	3
GSE39088	GSM955756	female	adult	3
GSE39088	GSM955757	female	adult	3
GSE39088	GSM955758	female	adult	3
GSE39088	GSM955759	female	adult	3
GSE39088	GSM955760	female	adult	3
GSE39088	GSM955761	female	adult	3
GSE39088	GSM955762	female	middle_adult	3
GSE39088	GSM955763	female	middle_adult	3
GSE39088	GSM955764	female	middle_adult	3
GSE39088	GSM955765	female	middle_adult	3
GSE39088	GSM955766	female	middle_adult	3
GSE39088	GSM955767	female	middle_adult	3
GSE39088	GSM955768	female	young_adult	3
GSE39088	GSM955769	female	young_adult	3
GSE39088	GSM955770	female	young_adult	3
GSE39088	GSM955771	female	young_adult	3
GSE39088	GSM955772	female	young_adult	3
GSE39088	GSM955773	female	young_adult	3
GSE39088	GSM955774	female	young_adult	3
GSE39088	GSM955775	female	young_adult	3
GSE39088	GSM955776	female	young_adult	3
GSE39088	GSM955777	female	adult	3
GSE39088	GSM955778	female	adult	3
GSE39088	GSM955779	female	adult	3
GSE39088	GSM955780	female	adult	3
GSE39088	GSM955781	female	adult	3
GSE39088	GSM955782	female	adult	3
GSE39088	GSM955783	female	adult	3
GSE39088	GSM955784	female	adult	3
GSE39088	GSM955785	female	adult	3
GSE39088	GSM955786	female	middle_adult	3
GSE39088	GSM955787	female	middle_adult	3
GSE39088	GSM955788	female	middle_adult	3
GSE39088	GSM955789	female	middle_adult	3
GSE39088	GSM955790	female	middle_adult	3
GSE39088	GSM955791	female	middle_adult	3
GSE39088	GSM955792	female	young_adult	3
GSE39088	GSM955793	female	young_adult	3
GSE39088	GSM955794	female	young_adult	3
GSE39088	GSM955795	female	young_adult	3
GSE39088	GSM955796	female	young_adult	3
GSE39088	GSM955797	female	young_adult	3
GSE39088	GSM955798	female	adult	3
GSE39088	GSM955799	female	adult	3
GSE39088	GSM955800	female	adult	3
GSE39088	GSM955801	female	middle_adult	3
GSE39088	GSM955802	female	middle_adult	3
GSE39088	GSM955804	female	adolescent	3
GSE39088	GSM955805	female	adolescent	3
GSE39088	GSM955806	female	adolescent	3
GSE39088	GSM955807	female	adult	3
GSE39088	GSM955808	female	adult	3
GSE39088	GSM955809	female	adult	3
GSE39088	GSM955810	female	young_adult	3
GSE39088	GSM955811	female	young_adult	3
GSE39088	GSM955812	female	young_adult	3
