geneId	diseaseName
834	Multiple Sclerosis
834	Myocardial Reperfusion Injury
834	Obesity
834	Pneumonia
834	Lobar Pneumonia
834	Status Epilepticus
834	Petit mal status
834	Grand Mal Status Epilepticus
834	Complex Partial Status Epilepticus
834	Hyperhomocysteinemia
834	Multiple Sclerosis, Acute Fulminating
834	Status Epilepticus, Subclinical
834	Non-Convulsive Status Epilepticus
834	Simple Partial Status Epilepticus
834	Experimental Lung Inflammation
834	Insulin Sensitivity
834	Allergic Reaction
834	AMYOTROPHIC LATERAL SCLEROSIS 1
834	Amyotrophic Lateral Sclerosis, Sporadic
834	Pneumonitis
834	Amyotrophic Lateral Sclerosis, Familial
835	Renal Cell Carcinoma
835	Profound Mental Retardation
835	Mental Retardation, Psychosocial
835	Conventional (Clear Cell) Renal Cell Carcinoma
835	Mental deficiency
835	Chromophobe Renal Cell Carcinoma
835	Sarcomatoid Renal Cell Carcinoma
835	Collecting Duct Carcinoma of the Kidney
835	Papillary Renal Cell Carcinoma
835	Intellectual Disability
836	Alloxan Diabetes
836	Alzheimer's Disease
836	Calcinosis
836	Brain Ischemia
836	Ulcerative Colitis
836	Cryptorchidism
836	Presenile dementia
836	Diabetes Mellitus, Experimental
836	Diabetes Mellitus, Non-Insulin-Dependent
836	Diabetic Angiopathies
836	Diabetic Neuropathies
836	Diabetic Retinopathy
836	Edema
836	Eperythrozoonosis
836	Heart valve disease
836	Hepatitis, Chronic
836	Microangiopathy, Diabetic
836	Mycoplasma Infections
836	Myocardial Infarction
836	Myocardial Reperfusion Injury
836	Nerve Degeneration
836	nervous system disorder
836	Pyemia
836	Reperfusion Injury
836	Retinal Detachment
836	Schizophrenia
836	Septicemia
836	Status Epilepticus
836	Streptozotocin Diabetes
836	Subarachnoid Hemorrhage
836	Encephalopathy, Toxic
836	Chronic Persistent Hepatitis
836	Anasarca
836	Toxic Encephalitis
836	Neurotoxicity Syndromes
836	Sepsis
836	Tumoral calcinosis
836	Perinatal Subarachnoid Hemorrhage
836	Petit mal status
836	Symmetric Diabetic Proximal Motor Neuropathy
836	Asymmetric Diabetic Proximal Motor Neuropathy
836	Diabetic Mononeuropathy
836	Diabetic Polyneuropathies
836	Diabetic Amyotrophy
836	Diabetic Autonomic Neuropathy
836	Familial Alzheimer Disease (FAD)
836	Grand Mal Status Epilepticus
836	Retinal Pigment Epithelial Detachment
836	Complex Partial Status Epilepticus
836	Diabetic Asymmetric Polyneuropathy
836	Bilateral Cryptorchidism
836	Unilateral Cryptorchidism
836	Subarachnoid Hemorrhage, Spontaneous
836	Alzheimer Disease, Late Onset
836	Chronic active hepatitis
836	Microcalcification
836	Cryptogenic Chronic Hepatitis
836	Acute Confusional Senile Dementia
836	Alzheimer's Disease, Focal Onset
836	Alzheimer Disease, Early Onset
836	Diabetic Neuralgia
836	Status Epilepticus, Subclinical
836	Non-Convulsive Status Epilepticus
836	Simple Partial Status Epilepticus
836	Subarachnoid Hemorrhage, Aneurysmal
836	Subarachnoid Hemorrhage, Intracranial
836	Cerebral Ischemia
836	Abdominal Cryptorchidism
836	Inguinal Cryptorchidism
836	Severe Sepsis
836	Copper-Overload Cirrhosis
836	Cerebral Hemorrhage
837	Liver Cirrhosis, Experimental
837	Schizophrenia
840	Malignant neoplasm of breast
840	Leukemia, Myelocytic, Acute
840	Liver Cirrhosis, Experimental
840	Acute Myeloid Leukemia, M1
840	Myocardial Reperfusion Injury
840	Vitiligo
840	Breast Carcinoma
840	Mammary Neoplasms, Human
840	Mammary Neoplasms
840	Acute Myeloid Leukemia (AML-M2)
840	Mammary Carcinoma, Human
841	Adenocarcinoma
841	Bipolar Disorder
841	Malignant neoplasm of breast
841	Malignant neoplasm of skin
841	Non-Small Cell Lung Carcinoma
841	Uterine Cervical Neoplasm
841	Colorectal Carcinoma
841	Colorectal Neoplasms
841	Contact Dermatitis
841	Diabetes Mellitus, Non-Insulin-Dependent
841	Edema
841	Esophageal Neoplasms
841	Childhood Acute Lymphoblastic Leukemia
841	L2 Acute Lymphoblastic Leukemia
841	Lung Neoplasms
841	Malignant neoplasm of stomach
841	melanoma
841	Myocardial Reperfusion Injury
841	Reperfusion Injury
841	Skin Neoplasms
841	Status Epilepticus
841	Stomach Neoplasms
841	Anasarca
841	Contact hypersensitivity
841	Dermatitis, Allergic Contact
841	Adenocarcinoma, Basal Cell
841	Adenocarcinoma, Oxyphilic
841	Carcinoma, Cribriform
841	Carcinoma, Granular Cell
841	Adenocarcinoma, Tubular
841	Malignant neoplasm of lung
841	Petit mal status
841	Adult Hepatocellular Carcinoma
841	Grand Mal Status Epilepticus
841	Human papilloma virus infection
841	Complex Partial Status Epilepticus
841	Neoplasm of uncertain or unknown behavior of breast
841	Malignant neoplasm of esophagus
841	Squamous cell carcinoma of mouth
841	Breast Carcinoma
841	Status Epilepticus, Subclinical
841	Non-Convulsive Status Epilepticus
841	Simple Partial Status Epilepticus
841	Breast adenocarcinoma
841	Squamous cell carcinoma of the head and neck
841	Mammary Neoplasms, Human
841	Autoimmune Lymphoproliferative Syndrome
841	Mammary Neoplasms
841	Hereditary Diffuse Gastric Cancer
841	Autoimmune Lymphoproliferative Syndrome Type 2B
841	Precursor Cell Lymphoblastic Leukemia Lymphoma
841	Liver carcinoma
841	Autoimmune Lymphoproliferative Syndrome Type 1, Autosomal Dominant
841	Prostate cancer, familial
841	Cerebral Hemorrhage
841	cervical cancer
841	Mammary Carcinoma, Human
841	PROSTATE CANCER, HEREDITARY, 1
842	Brain Ischemia
842	Transient Ischemic Attack
842	Edema
842	Myocardial Reperfusion Injury
842	nervous system disorder
842	Prostatic Neoplasms
842	Retinal Detachment
842	Anasarca
842	Retinal Pigment Epithelial Detachment
842	Malignant neoplasm of prostate
842	Posterior Circulation Transient Ischemic Attack
842	Carotid Circulation Transient Ischemic Attack
842	Transient Ischemic Attack, Vertebrobasilar Circulation
842	Crescendo Transient Ischemic Attacks
842	Brain Stem Ischemia, Transient
842	Cerebral Ischemia
842	Transient Cerebral Ischemia
842	Transient Ischemic Attack, Anterior Circulation
842	Peripheral Nervous System Diseases
843	Malignant neoplasm of skin
843	Reticulosarcoma
843	Lymphoma, Mixed-Cell
843	Lymphoma, Non-Hodgkin
843	Lymphoma, Undifferentiated
843	Malignant neoplasm of stomach
843	melanoma
843	Skin Neoplasms
843	Stomach Neoplasms
843	High Grade Lymphoma (neoplasm)
843	Lymphoma, Intermediate-Grade
843	Low Grade Lymphoma (neoplasm)
843	Diffuse Mixed-Cell Lymphoma
843	Lymphoma, Small Noncleaved-Cell
843	Benign neoplasm of stomach
843	Carcinoma in situ of stomach
843	Neoplasm of uncertain or unknown behavior of stomach
843	Stomach Carcinoma
843	Autoimmune Lymphoproliferative Syndrome
843	Hereditary Diffuse Gastric Cancer
843	Autoimmune Lymphoproliferative Syndrome, Type IIA
843	Lymphoma, Diffuse
843	Lymphoma, Non-Hodgkin, Familial
844	Tubular Aggregate Myopathy
844	MYOPATHY, TUBULAR AGGREGATE, 1
844	MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES
845	Atrial Fibrillation
845	Hypertrophic Cardiomyopathy
845	Tachycardia, Ventricular
845	Paroxysmal atrial fibrillation
845	Familial ventricular tachycardia
845	Cardiomyopathies
845	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)
845	Persistent atrial fibrillation
845	Stress-induced polymorphic ventricular tachycardia
845	familial atrial fibrillation
846	Hypercalcemia
846	Hyperparathyroidism
846	Hypocalcemia
846	Hypoparathyroidism
846	Milk-Alkali Syndrome
846	Pancreatitis
846	Hereditary pancreatitis
846	Idiopathic generalized epilepsy
846	Idiopathic Hypoparathyroidism
846	Hypocalciuric hypercalcemia, familial, type 1
846	Familial benign hypercalcemia
846	Hypocalcemia, Autosomal Dominant, with Bartter Syndrome
846	HYPERPARATHYROIDISM, NEONATAL SEVERE
846	Hypoparathyroidism familial isolated
846	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8
846	HYPOCALCEMIA, AUTOSOMAL DOMINANT 1
846	Hypocalciuric hypercalcemia
846	Autosomal dominant hypocalcemia
846	Familial Isolated Hyperparathyroidism
846	HYPOCALCEMIA, AUTOSOMAL DOMINANT 1, WITH BARTTER SYNDROME
847	Abnormalities, Drug-Induced
847	Alcoholic Intoxication, Chronic
847	Alloxan Diabetes
847	Aortic Diseases
847	Arthritis, Adjuvant-Induced
847	Rheumatoid Arthritis
847	Asphyxia Neonatorum
847	Asthma
847	Autistic Disorder
847	Behcet Syndrome
847	Malignant neoplasm of breast
847	Malignant Neoplasms
847	Non-Small Cell Lung Carcinoma
847	Neoplastic Cell Transformation
847	Brain Ischemia
847	Cholestasis
847	Claustrophobia
847	Involutional Depression
847	Diabetes Mellitus
847	Diabetes Mellitus, Experimental
847	Diabetes Mellitus, Insulin-Dependent
847	Diabetes Mellitus, Non-Insulin-Dependent
847	Diabetic Neuropathies
847	Dyskinesia, Drug-Induced
847	Edema
847	Fatty Liver
847	Fetal Alcohol Syndrome
847	Glioma
847	Heart failure
847	Congestive heart failure
847	Hepatitis
847	Hepatitis, Chronic
847	Hepatitis, Toxic
847	Hyperemia
847	Hypertensive disease
847	Hyperthyroidism
847	Hypotension
847	Jacksonian Seizure
847	Keratosis
847	Keratosis Blennorrhagica
847	Kidney Calculi
847	Kidney Failure, Chronic
847	Left-Sided Heart Failure
847	Liver Cirrhosis, Alcoholic
847	Lupus Erythematosus, Systemic
847	Marfan Syndrome
847	Mesothelioma
847	Myocardial Infarction
847	Myocardial Reperfusion Injury
847	Necrosis
847	Neoplasm Invasiveness
847	Neoplasm Metastasis
847	Neoplasms
847	Osteoporosis, Postmenopausal
847	Pustulosis of Palms and Soles
847	Precancerous Conditions
847	Cardiomyopathies, Primary
847	Protein Deficiency
847	Psoriasis
847	Pulmonary Edema
847	Pulmonary Embolism
847	Pulmonary Fibrosis
847	Reperfusion Injury
847	Myocardial Diseases, Secondary
847	Seizures
847	Status Epilepticus
847	Gastric ulcer
847	Streptozotocin Diabetes
847	Turner Syndrome
847	Unipolar Depression
847	Venous Engorgement
847	Diffuse Large B-Cell Lymphoma
847	Keratoma
847	Benign Neoplasm
847	Chronic Persistent Hepatitis
847	Complex partial seizures
847	Premature Birth
847	Anasarca
847	Reactive Hyperemia
847	Diabetes, Autoimmune
847	Generalized seizures
847	Clonic Seizures
847	Heart Failure, Right-Sided
847	Disease Exacerbation
847	Libman-Sacks Disease
847	Acute Lung Injury
847	Gonadal Dysgenesis, 45,X
847	mixed gliomas
847	Acatalasia
847	Petit mal status
847	Visual seizure
847	Tonic Seizures
847	Epileptic drop attack
847	Symmetric Diabetic Proximal Motor Neuropathy
847	Asymmetric Diabetic Proximal Motor Neuropathy
847	Diabetic Mononeuropathy
847	Diabetic Polyneuropathies
847	Diabetic Amyotrophy
847	Diabetic Autonomic Neuropathy
847	Condition, Preneoplastic
847	Grand Mal Status Epilepticus
847	Active Hyperemia
847	Chromosome Breaks
847	Brittle diabetes
847	Phobic anxiety disorder
847	Chromosome Breakage
847	Complex Partial Status Epilepticus
847	Diabetic Asymmetric Polyneuropathy
847	Non-alcoholic Fatty Liver Disease
847	Seizures, Somatosensory
847	Seizures, Auditory
847	Olfactory seizure
847	Gustatory seizure
847	Vertiginous seizure
847	Tonic - clonic seizures
847	Chronic active hepatitis
847	Cryptogenic Chronic Hepatitis
847	Pulmonary Thromboembolisms
847	Malignant Glioma
847	Breast Carcinoma
847	Non-epileptic convulsion
847	Diabetic Neuralgia
847	Dyskinesia, Medication-Induced
847	Single Seizure
847	Atonic Absence Seizures
847	Convulsive Seizures
847	Seizures, Focal
847	Seizures, Sensory
847	Status Epilepticus, Subclinical
847	Non-Convulsive Status Epilepticus
847	Simple Partial Status Epilepticus
847	Hypocatalasemia
847	Alcohol Related Neurodevelopmental Disorder
847	Drug-Induced Liver Disease
847	Cardiomyopathies
847	Cerebral Ischemia
847	Arthritis, Collagen-Induced
847	Arthritis, Experimental
847	Mammary Neoplasms, Human
847	Hepatitis, Drug-Induced
847	Major Depressive Disorder
847	Ureteral Calculi
847	Mammary Neoplasms
847	Bonnevie-Ullrich Syndrome
847	Involutional paraphrenia
847	Psychosis, Involutional
847	Myocardial Failure
847	Heart Decompensation
847	Steatohepatitis
847	Catalase deficiency
847	Acatalasemia Japanese type
847	Acatalasemia Swiss type
847	Fetal Alcohol Spectrum Disorders
847	Alcohol Related Birth Defect
847	Nonalcoholic Steatohepatitis
847	Nonepileptic Seizures
847	Drug-Induced Acute Liver Injury
847	Partial Fetal Alcohol Syndrome
847	Primary Hyperthyroidism
847	Diabetes Mellitus, Ketosis-Prone
847	Convulsions
847	Chemical and Drug Induced Liver Injury
847	Chemically-Induced Liver Toxicity
847	Absence Seizures
847	Epileptic Seizures
847	Myoclonic Seizures
847	Generalized Absence Seizures
847	Diabetes Mellitus, Sudden-Onset
847	Mammary Carcinoma, Human
847	Alveolitis, Fibrosing
847	Marfan Syndrome, Type I
857	Alloxan Diabetes
857	Atrial Fibrillation
857	Malignant neoplasm of breast
857	Diabetes Mellitus, Experimental
857	Lipoatrophic Diabetes Mellitus
857	Toxic Epidermal Necrolysis
857	Glaucoma, Open-Angle
857	Cardiomegaly
857	Hypertensive disease
857	Liver Cirrhosis, Experimental
857	Lung Neoplasms
857	Malignant neoplasm of stomach
857	Neoplasm Metastasis
857	Prostatic Neoplasms
857	Schizophrenia
857	Stevens-Johnson Syndrome
857	Stomach Neoplasms
857	Streptozotocin Diabetes
857	Weight Gain
857	CREST Syndrome
857	Familial generalized lipodystrophy
857	Paroxysmal atrial fibrillation
857	Malignant neoplasm of lung
857	Secondary Open Angle Glaucoma
857	Familial partial lipodystrophy
857	Glaucoma, Primary Open Angle
857	Familial primary pulmonary hypertension
857	Malignant neoplasm of prostate
857	Carcinogenesis
857	Breast Carcinoma
857	Scleroderma, Limited
857	ovarian neoplasm
857	Malignant neoplasm of ovary
857	2-oxo-hept-3-ene-1,7-dioate hydratase activity
857	Mammary Neoplasms, Human
857	Diffuse Scleroderma
857	Drug-Induced Stevens Johnson Syndrome
857	Cardiac Hypertrophy
857	Mammary Neoplasms
857	Familial pulmonary arterial hypertension
857	Hereditary Diffuse Gastric Cancer
857	Familial Partial Lipodystrophy, Type 1
857	Familial Partial Lipodystrophy, Type 2
857	Familial Partial Lipodystrophy, Type 3
857	PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED
857	Pulmonary Hypertension, Primary, Fenfluramine-Associated
857	Persistent atrial fibrillation
857	Lipodystrophy, Congenital Generalized, Type 3
857	Pulmonary arterial hypertension
857	Idiopathic pulmonary arterial hypertension
857	familial atrial fibrillation
857	Mycoplasma-Induced Stevens-Johnson Syndrome
857	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
857	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia
857	PARTIAL LIPODYSTROPHY, CONGENITAL CATARACTS, AND NEURODEGENERATION SYNDROME
857	PULMONARY HYPERTENSION, PRIMARY, 3
857	Pulmonary Hypertension, Primary, 1
857	Mammary Carcinoma, Human
858	Rheumatoid Arthritis
858	Atrial Fibrillation
858	Glaucoma, Open-Angle
858	Prostatic Neoplasms
858	Paroxysmal atrial fibrillation
858	Secondary Open Angle Glaucoma
858	Glaucoma, Primary Open Angle
858	Malignant neoplasm of prostate
858	Persistent atrial fibrillation
858	familial atrial fibrillation
859	Alloxan Diabetes
859	Sudden death
859	Diabetes Mellitus, Experimental
859	Congenital Heart Defects
859	Cardiomegaly
859	Romano-Ward Syndrome
859	Streptozotocin Diabetes
859	Sudden infant death syndrome
859	Creatine phosphokinase serum increased
859	Muscular Dystrophies, Limb-Girdle
859	Cardiomyopathies
859	Cardiac Hypertrophy
859	Sudden Cardiac Arrest
859	RIPPLING MUSCLE DISEASE 2 (disorder)
859	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C
859	RIPPLING MUSCLE DISEASE 1
859	Rippling muscle disease
859	LONG QT SYNDROME 9 (disorder)
859	Chromosome 3, monosomy 3p25
859	MYOPATHY, DISTAL, TATEYAMA TYPE
859	Cardiomyopathy, Familial Hypertrophic, 1 (disorder)
859	Isolated asymptomatic elevation of creatine phosphokinase
860	Arthritis, Psoriatic
860	Rheumatoid Arthritis
860	Cleidocranial Dysplasia
860	Cocaine Abuse
860	Craniosynostosis
860	Degenerative polyarthritis
860	Osteoarthritis of hip
860	Osteosarcoma
860	Substance Withdrawal Syndrome
860	Tooth Abnormalities
860	Uremia
860	Drug Withdrawal Symptoms
860	Osteoarthrosis Deformans
860	Withdrawal Symptoms
860	Cocaine-Related Disorders
860	Stomatognathic System Abnormalities
860	Craniofacial Abnormalities
860	Odontome
860	Cocaine Dependence
860	Disproportionate short stature
860	Spondylarthritis
860	Metaphyseal Dysplasia with Maxillary Hypoplasia and Brachydactyly
860	METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY
861	Rheumatoid Arthritis
861	Burkitt Lymphoma
861	Glioblastoma
861	Childhood Acute Lymphoblastic Leukemia
861	L2 Acute Lymphoblastic Leukemia
861	Leukemia, Myelocytic, Acute
861	Myeloid Leukemia, Chronic
861	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
861	Acute Myeloid Leukemia, M1
861	Prostatic Neoplasms
861	Thrombocytopenia
861	Giant Cell Glioblastoma
861	Juvenile Myelomonocytic Leukemia
861	Malignant neoplasm of prostate
861	Precursor B-cell lymphoblastic leukemia
861	Glioblastoma Multiforme
861	Platelet Disorder, Familial, with Associated Myeloid Malignancy
861	Acute Myeloid Leukemia (AML-M2)
861	Precursor Cell Lymphoblastic Leukemia Lymphoma
861	Hematopoetic Myelodysplasia
861	MYELODYSPLASTIC SYNDROME
862	Colorectal Carcinoma
862	Leukemia, Myelocytic, Acute
862	Acute Myeloid Leukemia, M1
862	Small cell carcinoma of lung
862	Acute Myeloid Leukemia (AML-M2)
863	Colorectal Carcinoma
864	Adenocarcinoma
864	Celiac Disease
864	Esophageal Neoplasms
864	Glioblastoma
864	Leukemia, Myelocytic, Acute
864	Lung Neoplasms
864	Malignant neoplasm of stomach
864	Acute Myeloid Leukemia, M1
864	Pustulosis of Palms and Soles
864	Polycystic Ovary Syndrome
864	Psoriasis
864	Ankylosing spondylitis
864	Stomach Neoplasms
864	Adenocarcinoma, Basal Cell
864	Adenocarcinoma, Oxyphilic
864	Carcinoma, Cribriform
864	Carcinoma, Granular Cell
864	Adenocarcinoma, Tubular
864	Malignant neoplasm of lung
864	Giant Cell Glioblastoma
864	Malignant neoplasm of esophagus
864	Sclerocystic Ovaries
864	Glioblastoma Multiforme
864	Hereditary Diffuse Gastric Cancer
864	Acute Myeloid Leukemia (AML-M2)
864	Liver carcinoma
864	Gastro-enteropancreatic neuroendocrine tumor
865	Bone Diseases, Developmental
865	Malignant neoplasm of breast
865	Cleft Palate
865	Congenital Heart Defects
865	Leukemia, Myelocytic, Acute
865	Acute myelomonocytic leukemia
865	Acute Myeloid Leukemia, M1
865	Heterotopic Ossification
865	Cleft palate, isolated
865	Acute Myeloid Leukemia (AML-M2)
866	Mental Depression
866	Depressive disorder
866	Fatty Liver
866	Hepatitis, Toxic
866	Liver Cirrhosis
866	Liver Cirrhosis, Experimental
866	Fibrosis, Liver
866	Drug-Induced Liver Disease
866	Hepatitis, Drug-Induced
866	Corticosteroid-Binding Globulin Deficiency
866	Steatohepatitis
866	Drug-Induced Acute Liver Injury
866	Chemical and Drug Induced Liver Injury
866	Chemically-Induced Liver Toxicity
867	Developmental Disabilities
867	Cryptorchidism
867	Growth Disorders
867	Male infertility
867	Leukemia, Myelocytic, Acute
867	Myelomonocytic leukemia
867	Noonan Syndrome
867	Vasculitis
867	Child Development Deviations
867	Child Development Disorders, Specific
867	Juvenile Myelomonocytic Leukemia
867	Hematologic Neoplasms
867	Bilateral Cryptorchidism
867	Unilateral Cryptorchidism
867	Subfertility, Male
867	Male sterility
867	Abdominal Cryptorchidism
867	Inguinal Cryptorchidism
867	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA
867	MYELODYSPLASTIC SYNDROME
867	Fetal hydrops (in some patients)
868	Experimental Autoimmune Encephalomyelitis
868	Leukemia, Myelocytic, Acute
868	Multiple Sclerosis
868	Multiple Sclerosis, Acute Fulminating
871	Ischemia
871	Liver Cirrhosis
871	Liver Cirrhosis, Experimental
871	Respiratory Distress Syndrome, Adult
871	Middle Cerebral Artery Syndrome
871	Fibrosis, Liver
871	Osteogenesis imperfecta type III (disorder)
871	Preterm premature rupture of membranes (disorder)
871	Middle Cerebral Artery Thrombosis
871	Middle Cerebral Artery Occlusion
871	Infarction, Middle Cerebral Artery
871	Middle Cerebral Artery Embolus
871	Left Middle Cerebral Artery Infarction
871	Embolic Infarction, Middle Cerebral Artery
871	Thrombotic Infarction, Middle Cerebral Artery
871	Right Middle Cerebral Artery Infarction
871	OSTEOGENESIS IMPERFECTA, TYPE X
873	Malignant tumor of colon
873	Colonic Neoplasms
873	Kidney Failure, Chronic
873	Cardiomyopathies, Primary
873	Prostatic Neoplasms
873	Myocardial Diseases, Secondary
873	Dermatitis, Irritant
873	Malignant neoplasm of prostate
873	Cardiomyopathies
873	Liver carcinoma
875	Bipolar Disorder
875	Cardiovascular Diseases
875	Diabetes Mellitus, Non-Insulin-Dependent
875	Homocystinuria
875	Hypertensive disease
875	Reticulosarcoma
875	Lymphoma, Mixed-Cell
875	Lymphoma, Non-Hodgkin
875	Lymphoma, Undifferentiated
875	Marfan Syndrome
875	melanoma
875	Schizophrenia
875	High Grade Lymphoma (neoplasm)
875	Lymphoma, Intermediate-Grade
875	Low Grade Lymphoma (neoplasm)
875	Diffuse Mixed-Cell Lymphoma
875	Lymphoma, Small Noncleaved-Cell
875	Malnutrition
875	Drug-induced depressive state
875	Hyperhomocysteinemia
875	Cystathionine beta-Synthase Deficiency Disease
875	Lymphoma, Diffuse
875	Familial thoracic aortic aneurysm and aortic dissection
875	Lymphoma, Non-Hodgkin, Familial
883	Carcinoma
883	Kidney Neoplasm
883	Anaplastic carcinoma
883	Carcinoma, Spindle-Cell
883	Undifferentiated carcinoma
883	Carcinomatosis
883	Malignant neoplasm of kidney
885	Alcoholic Intoxication, Chronic
885	Anorexia
885	Catalepsy
885	Common Bile Duct Calculi
885	Dyskinesia, Drug-Induced
885	Fever
885	Gastrointestinal Diseases
885	Inflammation
885	Jacksonian Seizure
885	Liver diseases
885	Pancreatitis
885	Schizophrenia
885	Seizures
885	Gastric ulcer
885	Unconscious State
885	Liver Dysfunction
885	Encephalopathy, Toxic
885	Complex partial seizures
885	Toxic Encephalitis
885	Waxy flexibility
885	Generalized seizures
885	Clonic Seizures
885	Neurotoxicity Syndromes
885	Biliary calculi
885	Visual seizure
885	Tonic Seizures
885	Epileptic drop attack
885	Manic
885	Seizures, Somatosensory
885	Seizures, Auditory
885	Olfactory seizure
885	Gustatory seizure
885	Vertiginous seizure
885	Tonic - clonic seizures
885	Neurobehavioral Manifestations
885	Functional Gastrointestinal Disorders
885	Manic mood
885	Non-epileptic convulsion
885	Dyskinesia, Medication-Induced
885	Single Seizure
885	Atonic Absence Seizures
885	Hyperkinesia, Generalized
885	Convulsive Seizures
885	Seizures, Focal
885	Seizures, Sensory
885	Cholera Infantum
885	Nonepileptic Seizures
885	Hyperkinesia
885	Convulsions
885	Absence Seizures
885	Epileptic Seizures
885	Myoclonic Seizures
885	Generalized Absence Seizures
886	Alcohol Use Disorder
886	Alcoholic Intoxication, Chronic
886	Bipolar Disorder
886	gallbladder neoplasm
886	Psychotic Disorders
886	Schizophrenia
886	Paranoid Schizophrenia
886	Unipolar Depression
886	Alcohol abuse
886	Malignant neoplasm of gallbladder
886	Major Depressive Disorder
887	Cocaine Abuse
887	Hyperalgesia
887	Obsessive-Compulsive Disorder
887	Panic Disorder
887	Substance Withdrawal Syndrome
887	Drug Withdrawal Symptoms
887	Panic Attacks
887	Withdrawal Symptoms
887	Cocaine-Related Disorders
887	Allodynia
887	Cocaine Dependence
887	Hyperalgesia, Primary
887	Hyperalgesia, Secondary
887	Tactile Allodynia
887	Hyperalgesia, Thermal
887	Mechanical Allodynia
889	Hemangioma, Cavernous, Central Nervous System
889	Cavernous Hemangioma, Extracerebral
889	Cavernous Hemangioma, Intracerebral
889	Cerebral Cavernous Hemangioma
889	Cavernous Angioma, Central Nervous System
889	Cavernous Hemangioma of Brain
890	Profound Mental Retardation
890	Liver Cirrhosis, Experimental
890	Mental Retardation, Psychosocial
890	Schizophrenia
890	Mental deficiency
890	Squamous cell carcinoma of the head and neck
890	Intellectual Disability
891	Polycystic Ovary Syndrome
891	Sclerocystic Ovaries
891	Squamous cell carcinoma of the head and neck
891	Liver carcinoma
894	Malignant Neoplasms
894	Malignant tumor of colon
894	Colonic Neoplasms
894	Colorectal Carcinoma
894	Colorectal Neoplasms
894	Communicating Hydrocephalus
894	Diabetes Mellitus, Non-Insulin-Dependent
894	Fibrosis
894	Cardiomegaly
894	Hydrocephalus
894	Congenital Hydrocephalus
894	Leukemia, Myelocytic, Acute
894	Lung Neoplasms
894	Acute Myeloid Leukemia, M1
894	Prostatic Neoplasms
894	Schizophrenia
894	Myocardial Ischemia
894	Polydactyly
894	POLYDACTYLY, POSTAXIAL
894	Macrocephaly
894	Malignant neoplasm of lung
894	Hydrocephalus Ex-Vacuo
894	Malignant neoplasm of prostate
894	Post-Traumatic Hydrocephalus
894	Obstructive Hydrocephalus
894	Carcinoma of lung
894	ovarian neoplasm
894	Malignant neoplasm of ovary
894	Cardiac Hypertrophy
894	Cerebral ventriculomegaly
894	Cirrhosis
894	Perisylvian syndrome
894	Megalanecephaly Polymicrogyria-Polydactyly Hydrocephalus Syndrome
894	POSTAXIAL POLYDACTYLY, TYPE B
894	Acute Myeloid Leukemia (AML-M2)
894	Alcohol Toxicity
894	Fetal Cerebral Ventriculomegaly
894	Aqueductal Stenosis
894	Postaxial polydactyly type A
894	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1
894	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3
894	Polydactyly, Postaxial, Type A1
896	Malignant Neoplasms
896	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
898	Malignant neoplasm of urinary bladder
898	Bladder Neoplasm
898	Malignant neoplasm of breast
898	Malignant Neoplasms
898	Medulloblastoma
898	Ovarian Carcinoma
898	Medullomyoblastoma
898	Disease Exacerbation
898	Childhood Medulloblastoma
898	Adult Medulloblastoma
898	Neoplasm of uncertain or unknown behavior of ovary
898	Breast Carcinoma
898	Desmoplastic Medulloblastoma
898	ovarian neoplasm
898	Malignant neoplasm of ovary
898	Squamous cell carcinoma of the head and neck
898	Mammary Neoplasms, Human
898	Melanotic medulloblastoma
898	Mammary Neoplasms
898	Liver carcinoma
898	Mammary Carcinoma, Human
899	Amyotrophic Lateral Sclerosis
899	Liver carcinoma
900	Liver Cirrhosis, Experimental
900	Lung Neoplasms
900	Malignant neoplasm of lung
902	Malignant neoplasm of breast
902	Carcinoma
902	Malignant tumor of colon
902	Non-Small Cell Lung Carcinoma
902	Colonic Neoplasms
902	Esophageal Neoplasms
902	Glioblastoma
902	Liver neoplasms
902	Lymphatic Metastasis
902	Animal Mammary Neoplasms
902	Mammary Neoplasms, Experimental
902	Prostatic Neoplasms
902	Anaplastic carcinoma
902	Carcinoma, Spindle-Cell
902	Undifferentiated carcinoma
902	Carcinomatosis
902	Giant Cell Glioblastoma
902	Malignant neoplasm of liver
